Node	ModuleColor	GeneSymbol	GeneName
10747	grey	MASP2	MBL associated serine protease 2
6723	yellow	SRM	spermidine synthase
5394	turquoise	EXOSC10	exosome component 10
2475	red	MTOR	mechanistic target of rapamycin kinase
29914	turquoise	UBIAD1	UbiA prenyltransferase domain containing 1
93611	blue	FBXO44	F-box protein 44
26270	turquoise	FBXO6	F-box protein 6
10459	grey	MAD2L2	mitotic arrest deficient 2 like 2
57085	turquoise	AGTRAP	angiotensin II receptor associated protein
4524	blue	MTHFR	methylenetetrahydrofolate reductase
1185	grey	CLCN6	chloride voltage-gated channel 6
90231	blue	KIAA2013	KIAA2013
5351	turquoise	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
9927	yellow	MFN2	mitofusin 2
60672	brown	MIIP	migration and invasion inhibitory protein
943	yellow	TNFRSF8	TNF receptor superfamily member 8
7133	green	TNFRSF1B	TNF receptor superfamily member 1B
55187	grey	VPS13D	vacuolar protein sorting 13 homolog D
9249	turquoise	DHRS3	dehydrogenase/reductase 3
10630	grey	PDPN	podoplanin
7799	blue	PRDM2	PR/SET domain 2
200197	grey	TMEM51-AS1	TMEM51 antisense RNA 1
55092	brown	TMEM51	transmembrane protein 51
114827	grey	FHAD1	forkhead associated phosphopeptide binding domain 1
79180	blue	EFHD2	EF-hand domain family member D2
842	grey	CASP9	caspase 9
23341	blue	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16
84301	grey	DDI2	DNA damage inducible 1 homolog 2
6248	grey	RSC1A1	regulator of solute carriers 1
23207	brown	PLEKHM2	pleckstrin homology and RUN domain containing M2
284723	grey	SLC25A34	solute carrier family 25 member 34
54751	turquoise	FBLIM1	filamin binding LIM protein 1
440567	yellow	UQCRHL	ubiquinol-cytochrome c reductase hinge protein like
729614	grey	SPEN-AS1	SPEN antisense RNA 1
23013	blue	SPEN	spen family transcriptional repressor
7709	blue	ZBTB17	zinc finger and BTB domain containing 17
128272	magenta	ARHGEF19	Rho guanine nucleotide exchange factor 19
79363	blue	CPLANE2	ciliogenesis and planar polarity effector complex subunit 2
54455	green	FBXO42	F-box protein 42
26099	blue	SZRD1	SUZ RNA binding domain containing 1
55707	blue	NECAP2	NECAP endocytosis associated 2
114819	blue	CROCCP3	CROCC pseudogene 3
55672	blue	NBPF1	NBPF member 1
84809	grey	CROCCP2	CROCC pseudogene 2
11209	blue	MST1P2	macrophage stimulating 1 pseudogene 2
9696	grey	CROCC	ciliary rootlet coiled-coil, rootletin
23400	turquoise	ATP13A2	ATPase cation transporting 13A2
6390	grey	SDHB	succinate dehydrogenase complex iron sulfur subunit B
11240	turquoise	PADI2	peptidyl arginine deiminase 2
55920	grey	RCC2	regulator of chromosome condensation 2
55160	grey	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like
8659	turquoise	ALDH4A1	aldehyde dehydrogenase 4 family member A1
126917	grey	IFFO2	intermediate filament family orphan 2
23352	red	UBR4	ubiquitin protein ligase E3 component n-recognin 4
23065	yellow	EMC1	ER membrane protein complex subunit 1
51154	yellow	MRTO4	MRT4 homolog, ribosome maturation factor
22977	grey	AKR7A3	aldo-keto reductase family 7 member A3
100506730	brown	LOC100506730	uncharacterized LOC100506730
8574	red	AKR7A2	aldo-keto reductase family 7 member A2
54896	yellow	SLC66A1	solute carrier family 66 member 1
832	pink	CAPZB	capping actin protein of muscle Z-line subunit beta
440574	grey	MICOS10	mitochondrial contact site and cristae organizing system subunit 10
255104	grey	TMCO4	transmembrane and coiled-coil domains 4
23252	grey	OTUD3	OTU deubiquitinase 3
79594	blue	MUL1	mitochondrial E3 ubiquitin protein ligase 1
978	turquoise	CDA	cytidine deaminase
65018	grey	PINK1	PTEN induced kinase 1
100861548	grey	PINK1-AS	PINK1 antisense RNA
1650	grey	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
57576	grey	KIF17	kinesin family member 17
50809	yellow	HP1BP3	heterochromatin protein 1 binding protein 3
8672	grey	EIF4G3	eukaryotic translation initiation factor 4 gamma 3
1889	blue	ECE1	endothelin converting enzyme 1
84224	purple	NBPF3	NBPF member 3
84196	blue	USP48	ubiquitin specific peptidase 48
3339	grey	HSPG2	heparan sulfate proteoglycan 2
29092	brown	LINC00339	long intergenic non-protein coding RNA 339
998	brown	CDC42	cell division cycle 42
9923	grey	ZBTB40	zinc finger and BTB domain containing 40
712	black	C1QA	complement C1q A chain
714	black	C1QC	complement C1q C chain
713	turquoise	C1QB	complement C1q B chain
2048	grey	EPHB2	EPH receptor B2
23028	grey	KDM1A	lysine demethylase 1A
7798	grey	LUZP1	leucine zipper protein 1
100996511	grey	LINC01355	long intergenic non-protein coding RNA 1355
10236	turquoise	HNRNPR	heterogeneous nuclear ribonucleoprotein R
80818	grey	ZNF436	zinc finger protein 436
148898	blue	ZNF436-AS1	ZNF436 antisense RNA 1
1870	brown	E2F2	E2F transcription factor 2
3399	grey	ID3	inhibitor of DNA binding 3
6135	grey	RPL11	ribosomal protein L11
6924	blue	ELOA	elongin A
57095	turquoise	PITHD1	PITH domain containing 1
11313	grey	LYPLA2	lysophospholipase 2
2582	grey	GALE	UDP-galactose-4-epimerase
3155	magenta	HMGCL	3-hydroxy-3-methylglutaryl-CoA lyase
2517	turquoise	FUCA1	alpha-L-fucosidase 1
55629	brown	PNRC2	proline rich nuclear receptor coactivator 2
10772	blue	SRSF10	serine and arginine rich splicing factor 10
163702	turquoise	IFNLR1	interferon lambda receptor 1
90529	turquoise	STPG1	sperm tail PG-rich repeat containing 1
57185	turquoise	NIPAL3	NIPA like domain containing 3
11123	turquoise	RCAN3	RCAN family member 3
100506985	turquoise	NCMAP-DT	NCMAP divergent transcript
10250	grey	SRRM1	serine and arginine repetitive matrix 1
25932	grey	CLIC4	chloride intracellular channel 4
864	yellow	RUNX3	RUNX family transcription factor 3
25949	red	SYF2	SYF2 pre-mRNA splicing factor
57035	grey	RSRP1	arginine and serine rich protein 1
23585	grey	TMEM50A	transmembrane protein 50A
55219	green	MACO1	macoilin 1
26119	green	LDLRAP1	low density lipoprotein receptor adaptor protein 1
57134	grey	MAN1C1	mannosidase alpha class 1C member 1
57190	grey	SELENON	selenoprotein N
56181	grey	MTFR1L	mitochondrial fission regulator 1 like
646471	yellow	LOC646471	uncharacterized LOC646471
79000	grey	AUNIP	aurora kinase A and ninein interacting protein
164091	yellow	PAQR7	progestin and adipoQ receptor family member 7
3925	turquoise	STMN1	stathmin 1
5051	brown	PAFAH2	platelet activating factor acetylhydrolase 2
149420	green	PDIK1L	PDLIM1 interacting kinase 1 like
51042	yellow	ZNF593	zinc finger protein 593
64793	grey	CEP85	centrosomal protein 85
83442	grey	SH3BGRL3	SH3 domain binding glutamate rich protein like 3
91544	turquoise	UBXN11	UBX domain protein 11
1043	grey	CD52	CD52 molecule
79947	turquoise	DHDDS	dehydrodolichyl diphosphate synthase subunit
3151	grey	HMGN2	high mobility group nucleosomal binding domain 2
6195	grey	RPS6KA1	ribosomal protein S6 kinase A1
101928728	grey	LOC101928728	uncharacterized LOC101928728
8289	grey	ARID1A	AT-rich interaction domain 1A
55650	grey	PIGV	phosphatidylinositol glycan anchor biosynthesis class V
84243	grey	ZDHHC18	zinc finger DHHC-type palmitoyltransferase 18
54707	blue	GPN2	GPN-loop GTPase 2
63906	brown	GPATCH3	G-patch domain containing 3
10726	grey	NUDC	nuclear distribution C, dynein complex regulator
6548	grey	SLC9A1	solute carrier family 9 member A1
23038	yellow	WDTC1	WD and tetratricopeptide repeats 1
84065	turquoise	TMEM222	transmembrane protein 222
644961	greenyellow	ACTG1P20	actin gamma 1 pseudogene 20
9064	turquoise	MAP3K6	mitogen-activated protein kinase kinase kinase 6
10163	green	WASF2	WASP family member 2
27245	grey	AHDC1	AT-hook DNA binding motif containing 1
2268	blue	FGR	FGR proto-oncogene, Src family tyrosine kinase
2537	grey	IFI6	interferon alpha inducible protein 6
199870	grey	FAM76A	family with sequence similarity 76 member A
23673	grey	STX12	syntaxin 12
5511	brown	PPP1R8	protein phosphatase 1 regulatory subunit 8
9473	grey	THEMIS2	thymocyte selection associated family member 2
6118	turquoise	RPA2	replication protein A2
55113	blue	XKR8	XK related 8
2140	yellow	EYA3	EYA transcriptional coactivator and phosphatase 3
5724	brown	PTAFR	platelet activating factor receptor
22826	turquoise	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8
93974	turquoise	ATP5IF1	ATP synthase inhibitory factor subunit 1
83667	turquoise	SESN2	sestrin 2
54797	grey	MED18	mediator complex subunit 18
65979	grey	PHACTR4	phosphatase and actin regulator 4
1104	turquoise	RCC1	regulator of chromosome condensation 1
8420	turquoise	SNHG3	small nucleolar RNA host gene 3
54952	grey	TRNAU1AP	tRNA selenocysteine 1 associated protein 1
85028	brown	SNHG12	small nucleolar RNA host gene 12
692212	grey	SNORD99	small nucleolar RNA, C/D box 99
677838	brown	SNORA61	small nucleolar RNA, H/ACA box 61
677825	grey	SNORA44	small nucleolar RNA, H/ACA box 44
692073	grey	SNORA16A	small nucleolar RNA, H/ACA box 16A
115273	brown	RAB42	RAB42, member RAS oncogene family
6883	grey	TAF12	TATA-box binding protein associated factor 12
10691	brown	GMEB1	glucocorticoid modulatory element binding protein 1
51441	grey	YTHDF2	YTH N6-methyladenosine RNA binding protein F2
2035	turquoise	EPB41	erythrocyte membrane protein band 4.1
6429	blue	SRSF4	serine and arginine rich splicing factor 4
51102	grey	MECR	mitochondrial trans-2-enoyl-CoA reductase
7805	grey	LAPTM5	lysosomal protein transmembrane 5
9672	pink	SDC3	syndecan 3
9698	grey	PUM1	pumilio RNA binding family member 1
9410	turquoise	SNRNP40	small nuclear ribonucleoprotein U5 subunit 40
51538	turquoise	ZCCHC17	zinc finger CCHC-type containing 17
2170	blue	FABP3	fatty acid binding protein 3
347735	grey	SERINC2	serine incorporator 2
553115	turquoise	PEF1	penta-EF-hand domain containing 1
90853	brown	SPOCD1	SPOC domain containing 1
8073	turquoise	PTP4A2	protein tyrosine phosphatase 4A2
10657	blue	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1
55116	brown	TMEM39B	transmembrane protein 39B
23633	grey	KPNA6	karyopherin subunit alpha 6
200081	green	TXLNA	taxilin alpha
79140	red	CCDC28B	coiled-coil domain containing 28B
56063	grey	TMEM234	transmembrane protein 234
55721	blue	IQCC	IQ motif containing C
149069	grey	DCDC2B	doublecortin domain containing 2B
8668	blue	EIF3I	eukaryotic translation initiation factor 3 subunit I
339483	grey	MTMR9LP	myotubularin related protein 9 like, pseudogene
3065	grey	HDAC1	histone deacetylase 1
65108	grey	MARCKSL1	MARCKS like 1
81629	grey	TSSK3	testis specific serine kinase 3
55108	grey	BSDC1	BSD domain containing 1
653121	grey	ZBTB8A	zinc finger and BTB domain containing 8A
339487	brown	ZBTB8OS	zinc finger and BTB domain containing 8 opposite strand
5928	brown	RBBP4	RB binding protein 4, chromatin remodeling factor
81493	grey	SYNC	syncoilin, intermediate filament protein
57648	grey	NHSL3	NHS like 3
8565	grey	YARS1	tyrosyl-tRNA synthetase 1
64766	brown	S100PBP	S100P binding protein
127544	blue	RNF19B	ring finger protein 19B
204	grey	AK2	adenylate kinase 2
55223	grey	TRIM62	tripartite motif containing 62
149076	blue	ZNF362	zinc finger protein 362
1912	green	PHC2	polyhomeotic homolog 2
7579	grey	ZSCAN20	zinc finger and SCAN domain containing 20
113444	brown	SMIM12	small integral membrane protein 12
653160	grey	GPR199P	G protein-coupled receptor 199, pseudogene
100506144	grey	TMEM35B	transmembrane protein 35B
9204	brown	ZMYM6	zinc finger MYM-type containing 6
79830	grey	ZMYM1	zinc finger MYM-type containing 1
6421	brown	SFPQ	splicing factor proline and glutamine rich
9202	grey	ZMYM4	zinc finger MYM-type containing 4
79932	brown	KIAA0319L	KIAA0319 like
23154	turquoise	NCDN	neurochondrin
339488	brown	TFAP2E	transcription factor AP-2 epsilon
5690	grey	PSMB2	proteasome 20S subunit beta 2
127703	turquoise	C1orf216	chromosome 1 open reading frame 216
63967	grey	CLSPN	claspin
192670	blue	AGO4	argonaute RISC component 4
26523	grey	AGO1	argonaute RISC component 1
192669	grey	AGO3	argonaute RISC catalytic component 3
54936	blue	ADPRS	ADP-ribosylserine hydrolase
1296	yellow	COL8A2	collagen type VIII alpha 2 chain
27095	turquoise	TRAPPC3	trafficking protein particle complex subunit 3
55700	green	MAP7D1	MAP7 domain containing 1
9967	grey	THRAP3	thyroid hormone receptor associated protein 3
79729	pink	SH3D21	SH3 domain containing 21
55194	turquoise	EVA1B	eva-1 homolog B
83931	green	STK40	serine/threonine kinase 40
84967	grey	LSM10	LSM10, U7 small nuclear RNA associated
127700	brown	OSCP1	organic solute carrier partner 1
64960	yellow	MRPS15	mitochondrial ribosomal protein S15
1441	turquoise	CSF3R	colony stimulating factor 3 receptor
728431	yellow	LITATS1	lncRNA induced by TGF-beta and antagonizes TGF-beta signaling 1
80149	blue	ZC3H12A	zinc finger CCCH-type containing 12A
64769	grey	MEAF6	MYST/Esa1 associated factor 6
79753	blue	SNIP1	Smad nuclear interacting protein 1
29889	blue	GNL2	G protein nucleolar 2
54955	brown	AIRIM	AFG2 interacting ribosome maturation factor
55143	blue	CDCA8	cell division cycle associated 8
149175	grey	MANEAL	mannosidase endo-alpha like
79693	blue	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing
127687	brown	C1orf122	chromosome 1 open reading frame 122
4520	blue	MTF1	metal regulatory transcription factor 1
3633	brown	INPP5B	inositol polyphosphate-5-phosphatase B
10946	red	SF3A3	splicing factor 3a subunit 3
2275	grey	FHL3	four and a half LIM domains 3
51118	yellow	UTP11	UTP11 small subunit processome component
64121	grey	RRAGC	Ras related GTP binding C
79647	blue	AKIRIN1	akirin 1
4725	yellow	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5
23499	blue	MACF1	microtubule actin crosslinking factor 1
353500	magenta	BMP8A	bone morphogenetic protein 8a
728448	yellow	PPIEL	peptidylprolyl isomerase E like (pseudogene)
8761	yellow	PABPC4	poly(A) binding protein cytoplasmic 4
101929516	grey	PABPC4-AS1	PABPC4 antisense RNA 1
677834	grey	SNORA55	small nucleolar RNA, H/ACA box 55
10450	grey	PPIE	peptidylprolyl isomerase E
656	turquoise	BMP8B	bone morphogenetic protein 8b
54802	green	TRIT1	tRNA isopentenyltransferase 1
4610	blue	MYCL	MYCL proto-oncogene, bHLH transcription factor
84879	grey	MFSD2A	MFSD2 lysolipid transporter A, lysophospholipid
10487	grey	CAP1	cyclase associated actin cytoskeleton regulatory protein 1
5538	turquoise	PPT1	palmitoyl-protein thioesterase 1
6018	blue	RLF	RLF zinc finger
10269	grey	ZMPSTE24	zinc metallopeptidase STE24
1298	turquoise	COL9A2	collagen type IX alpha 2 chain
64744	grey	SMAP2	small ArfGAP2
65243	grey	ZFP69B	ZFP69 zinc finger protein B
339559	blue	ZFP69	ZFP69 zinc finger protein
64789	turquoise	EXO5	exonuclease 5
127396	grey	ZNF684	zinc finger protein 684
9783	turquoise	RIMS3	regulating synaptic membrane exocytosis 3
100130557	grey	NFYC-AS1	NFYC antisense RNA 1
4802	grey	NFYC	nuclear transcription factor Y subunit gamma
1503	yellow	CTPS1	CTP synthase 1
22955	grey	SCMH1	Scm polycomb group protein homolog 1
59269	brown	HIVEP3	HIVEP zinc finger 3
22887	turquoise	FOXJ3	forkhead box J3
84217	turquoise	ZMYND12	zinc finger MYND-type containing 12
79717	brown	PPCS	phosphopantothenoylcysteine synthetase
728621	grey	CCDC30	coiled-coil domain containing 30
10465	grey	PPIH	peptidylprolyl isomerase H
4904	turquoise	YBX1	Y-box binding protein 1
64175	black	P3H1	prolyl 3-hydroxylase 1
79078	red	C1orf50	chromosome 1 open reading frame 50
374969	red	SVBP	small vasohibin binding protein
114625	brown	ERMAP	erythroblast membrane associated protein (Scianna blood group)
51058	grey	ZNF691	zinc finger protein 691
6513	blue	SLC2A1	solute carrier family 2 member 1
10969	yellow	EBNA1BP2	EBNA1 binding protein 2
7075	grey	TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1
64834	grey	ELOVL1	ELOVL fatty acid elongase 1
112950	grey	MED8	mediator complex subunit 8
23334	grey	SZT2	SZT2 subunit of KICSTOR complex
9682	grey	KDM4A	lysine demethylase 4A
6487	turquoise	ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3
9670	grey	IPO13	importin 13
1802	yellow	DPH2	diphthamide biosynthesis 2
533	blue	ATP6V0B	ATPase H+ transporting V0 subunit b
8704	greenyellow	B4GALT2	beta-1,4-galactosyltransferase 2
149473	turquoise	CCDC24	coiled-coil domain containing 24
55929	brown	DMAP1	DNA methyltransferase 1 associated protein 1
79033	turquoise	ERI3	ERI1 exoribonuclease family member 3
55182	grey	RNF220	ring finger protein 220
79639	blue	TMEM53	transmembrane protein 53
339541	black	ARMH1	armadillo like helical domain containing 1
11004	grey	KIF2C	kinesin family member 2C
6202	brown	RPS8	ribosomal protein S8
266675	turquoise	BEST4	bestrophin 4
1263	blue	PLK3	polo like kinase 3
343521	blue	DYNLT4	dynein light chain Tctex-type 4
149478	blue	BTBD19	BTB domain containing 19
8643	grey	PTCH2	patched 2
8891	grey	EIF2B3	eukaryotic translation initiation factor 2B subunit gamma
79654	brown	HECTD3	HECT domain E3 ubiquitin protein ligase 3
7389	grey	UROD	uroporphyrinogen decarboxylase
4595	grey	MUTYH	mutY DNA glycosylase
114034	blue	TOE1	target of EGR1, exonuclease
10420	grey	TESK2	testis associated actin remodelling kinase 2
25974	black	MMACHC	metabolism of cobalamin associated C
5052	grey	PRDX1	peroxiredoxin 1
10327	pink	AKR1A1	aldo-keto reductase family 1 member A1
4678	grey	NASP	nuclear autoantigenic sperm protein
149483	turquoise	CCDC17	coiled-coil domain containing 17
60313	grey	GPBP1L1	GC-rich promoter binding protein 1 like 1
51249	yellow	TMEM69	transmembrane protein 69
3652	grey	IPP	intracisternal A particle-promoted polypeptide
23139	grey	MAST2	microtubule associated serine/threonine kinase 2
8503	grey	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
55624	grey	POMGNT1	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)
8438	grey	RAD54L	RAD54 like
10489	brown	LRRC41	leucine rich repeat containing 41
7388	yellow	UQCRH	ubiquinol-cytochrome c reductase hinge protein
387338	red	NSUN4	NOP2/Sun RNA methyltransferase 4
2166	turquoise	FAAH	fatty acid amide hydrolase
100507423	grey	MKNK1-AS1	MKNK1 antisense RNA 1
8569	grey	MKNK1	MAPK interacting serine/threonine kinase 1
148932	green	MOB3C	MOB kinase activator 3C
64756	yellow	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1
9813	turquoise	EFCAB14	EF-hand calcium binding domain 14
6491	grey	STIL	STIL centriolar assembly protein
51727	grey	CMPK1	cytidine/uridine monophosphate kinase 1
84793	blue	FOXD2-AS1	FOXD2 adjacent opposite strand RNA 1
54558	turquoise	SPATA6	spermatogenesis associated 6
11124	grey	FAF1	Fas associated factor 1
1031	blue	CDKN2C	cyclin dependent kinase inhibitor 2C
26994	green	RNF11	ring finger protein 11
2060	brown	EPS15	epidermal growth factor receptor pathway substrate 15
114883	green	OSBPL9	oxysterol binding protein like 9
4898	grey	NRDC	nardilysin convertase
51060	grey	TXNDC12	thioredoxin domain containing 12
91408	grey	BTF3L4	basic transcription factor 3 like 4
9372	grey	ZFYVE9	zinc finger FYVE-type containing 9
200014	grey	CC2D1B	coiled-coil and C2 domain containing 1B
4998	green	ORC1	origin recognition complex subunit 1
84950	blue	PRPF38A	pre-mRNA processing factor 38A
23318	grey	TUT4	terminal uridylyl transferase 4
65260	grey	COA7	cytochrome c oxidase assembly factor 7
79699	brown	ZYG11B	zyg-11 family member B, cell cycle regulator
55268	grey	ECHDC2	enoyl-CoA hydratase domain containing 2
6342	turquoise	SCP2	sterol carrier protein 2
1376	brown	CPT2	carnitine palmitoyltransferase 2
54987	grey	CZIB	CXXC motif containing zinc binding protein
4116	blue	MAGOH	mago homolog, exon junction complex subunit
7804	grey	LRP8	LDL receptor related protein 8
55706	grey	NDC1	NDC1 transmembrane nucleoporin
54432	blue	YIPF1	Yip1 domain family member 1
51668	grey	IFT25	intraflagellar transport 25
115353	blue	LRRC42	leucine rich repeat containing 42
9528	grey	TMEM59	transmembrane protein 59
127428	blue	TCEANC2	transcription elongation factor A N-terminal and central domain containing 2
606495	brown	CYB5RL	cytochrome b5 reductase like
51253	turquoise	MRPL37	mitochondrial ribosomal protein L37
23648	grey	SSBP3	single stranded DNA binding protein 3
26027	red	ACOT11	acyl-CoA thioesterase 11
338094	grey	FAM151A	family with sequence similarity 151 member A
7268	blue	TTC4	tetratricopeptide repeat domain 4
25973	brown	PARS2	prolyl-tRNA synthetase 2, mitochondrial
1718	turquoise	DHCR24	24-dehydrocholesterol reductase
23358	red	USP24	ubiquitin specific peptidase 24
100507634	grey	LOC100507634	uncharacterized LOC100507634
8613	grey	PLPP3	phospholipid phosphatase 3
115209	turquoise	OMA1	OMA1 zinc metallopeptidase
114803	blue	MYSM1	Myb like, SWIRM and MPN domains 1
3725	blue	JUN	Jun proto-oncogene, AP-1 transcription factor subunit
55277	grey	FGGY	FGGY carbohydrate kinase domain containing
4774	turquoise	NFIA	nuclear factor I A
83941	blue	TM2D1	TM2 domain containing 1
10207	grey	PATJ	PATJ crumbs cell polarity complex component
7398	grey	USP1	ubiquitin specific peptidase 1
85440	blue	DOCK7	dedicator of cytokinesis 7
84938	brown	ATG4C	autophagy related 4C cysteine peptidase
29929	blue	ALG6	ALG6 alpha-1,3-glucosyltransferase
23421	grey	ITGB3BP	integrin subunit beta 3 binding protein
84455	blue	EFCAB7	EF-hand calcium binding domain 7
5236	turquoise	PGM1	phosphoglucomutase 1
57685	grey	CACHD1	cache domain containing 1
55225	grey	RAVER2	ribonucleoprotein, PTB binding 2
3716	blue	JAK1	Janus kinase 1
205	turquoise	AK4	adenylate kinase 4
9829	blue	DNAJC6	DnaJ heat shock protein family (Hsp40) member C6
54741	turquoise	LEPROT	leptin receptor overlapping transcript
3953	grey	LEPR	leptin receptor
5142	brown	PDE4B	phosphodiesterase 4B
57708	blue	MIER1	MIER1 transcriptional regulator
23169	grey	SLC35D1	solute carrier family 35 member D1
26135	grey	SERBP1	SERPINE1 mRNA binding protein 1
1647	grey	GADD45A	growth arrest and DNA damage inducible alpha
55970	red	GNG12	G protein subunit gamma 12
79971	grey	WLS	Wnt ligand secretion mediator
57554	grey	LRRC7	leucine rich repeat containing 7
55631	blue	LRRC40	leucine rich repeat containing 40
9295	red	SRSF11	serine and arginine rich splicing factor 11
