Node	ModuleColor	GeneSymbol	GeneName
55920	yellow	RCC2	regulator of chromosome condensation 2
23352	brown	UBR4	ubiquitin protein ligase E3 component n-recognin 4
23065	brown	EMC1	ER membrane protein complex subunit 1
51154	turquoise	MRTO4	MRT4 homolog, ribosome maturation factor
8574	turquoise	AKR7A2	aldo-keto reductase family 7 member A2
54896	turquoise	SLC66A1	solute carrier family 66 member 1
832	turquoise	CAPZB	capping actin protein of muscle Z-line subunit beta
440574	blue	MICOS10	mitochondrial contact site and cristae organizing system subunit 10
644068	grey	RPS14P3	ribosomal protein S14 pseudogene 3
255104	brown	TMCO4	transmembrane and coiled-coil domains 4
79594	green	MUL1	mitochondrial E3 ubiquitin protein ligase 1
1650	yellow	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
50809	blue	HP1BP3	heterochromatin protein 1 binding protein 3
8672	red	EIF4G3	eukaryotic translation initiation factor 4 gamma 3
1889	brown	ECE1	endothelin converting enzyme 1
84196	blue	USP48	ubiquitin specific peptidase 48
29092	turquoise	LINC00339	long intergenic non-protein coding RNA 339
998	brown	CDC42	cell division cycle 42
9923	grey	ZBTB40	zinc finger and BTB domain containing 40
712	blue	C1QA	complement C1q A chain
713	turquoise	C1QB	complement C1q B chain
23028	blue	KDM1A	lysine demethylase 1A
7798	turquoise	LUZP1	leucine zipper protein 1
10236	turquoise	HNRNPR	heterogeneous nuclear ribonucleoprotein R
1870	blue	E2F2	E2F transcription factor 2
3399	green	ID3	inhibitor of DNA binding 3
6135	turquoise	RPL11	ribosomal protein L11
6924	black	ELOA	elongin A
57095	black	PITHD1	PITH domain containing 1
11313	green	LYPLA2	lysophospholipase 2
2582	brown	GALE	UDP-galactose-4-epimerase
3155	black	HMGCL	3-hydroxy-3-methylglutaryl-CoA lyase
2517	blue	FUCA1	alpha-L-fucosidase 1
1269	brown	CNR2	cannabinoid receptor 2
55629	grey	PNRC2	proline rich nuclear receptor coactivator 2
10772	turquoise	SRSF10	serine and arginine rich splicing factor 10
57185	turquoise	NIPAL3	NIPA like domain containing 3
11123	grey	RCAN3	RCAN family member 3
10250	turquoise	SRRM1	serine and arginine repetitive matrix 1
25932	blue	CLIC4	chloride intracellular channel 4
864	blue	RUNX3	RUNX family transcription factor 3
25949	blue	SYF2	SYF2 pre-mRNA splicing factor
57035	turquoise	RSRP1	arginine and serine rich protein 1
55219	blue	MACO1	macoilin 1
26119	blue	LDLRAP1	low density lipoprotein receptor adaptor protein 1
57190	grey	SELENON	selenoprotein N
56181	yellow	MTFR1L	mitochondrial fission regulator 1 like
79000	yellow	AUNIP	aurora kinase A and ninein interacting protein
3925	turquoise	STMN1	stathmin 1
5051	turquoise	PAFAH2	platelet activating factor acetylhydrolase 2
149420	grey	PDIK1L	PDLIM1 interacting kinase 1 like
51042	turquoise	ZNF593	zinc finger protein 593
64793	grey	CEP85	centrosomal protein 85
83442	blue	SH3BGRL3	SH3 domain binding glutamate rich protein like 3
91544	grey	UBXN11	UBX domain protein 11
1043	blue	CD52	CD52 molecule
257101	blue	ZNF683	zinc finger protein 683
79947	grey	DHDDS	dehydrodolichyl diphosphate synthase subunit
3151	turquoise	HMGN2	high mobility group nucleosomal binding domain 2
6195	turquoise	RPS6KA1	ribosomal protein S6 kinase A1
8289	brown	ARID1A	AT-rich interaction domain 1A
55650	blue	PIGV	phosphatidylinositol glycan anchor biosynthesis class V
84243	turquoise	ZDHHC18	zinc finger DHHC-type palmitoyltransferase 18
54707	grey	GPN2	GPN-loop GTPase 2
63906	brown	GPATCH3	G-patch domain containing 3
10726	green	NUDC	nuclear distribution C, dynein complex regulator
6548	brown	SLC9A1	solute carrier family 9 member A1
23038	blue	WDTC1	WD and tetratricopeptide repeats 1
84065	brown	TMEM222	transmembrane protein 222
644961	yellow	ACTG1P20	actin gamma 1 pseudogene 20
84958	turquoise	SYTL1	synaptotagmin like 1
9064	turquoise	MAP3K6	mitogen-activated protein kinase kinase kinase 6
10163	turquoise	WASF2	WASP family member 2
27245	green	AHDC1	AT-hook DNA binding motif containing 1
2268	turquoise	FGR	FGR proto-oncogene, Src family tyrosine kinase
2537	turquoise	IFI6	interferon alpha inducible protein 6
199870	grey	FAM76A	family with sequence similarity 76 member A
23673	brown	STX12	syntaxin 12
5511	blue	PPP1R8	protein phosphatase 1 regulatory subunit 8
9473	turquoise	THEMIS2	thymocyte selection associated family member 2
6118	turquoise	RPA2	replication protein A2
55113	brown	XKR8	XK related 8
2140	turquoise	EYA3	EYA transcriptional coactivator and phosphatase 3
5724	black	PTAFR	platelet activating factor receptor
22826	turquoise	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8
93974	yellow	ATP5IF1	ATP synthase inhibitory factor subunit 1
83667	green	SESN2	sestrin 2
54797	turquoise	MED18	mediator complex subunit 18
65979	grey	PHACTR4	phosphatase and actin regulator 4
1104	yellow	RCC1	regulator of chromosome condensation 1
8420	blue	SNHG3	small nucleolar RNA host gene 3
54952	green	TRNAU1AP	tRNA selenocysteine 1 associated protein 1
85028	grey	SNHG12	small nucleolar RNA host gene 12
6883	turquoise	TAF12	TATA-box binding protein associated factor 12
10691	turquoise	GMEB1	glucocorticoid modulatory element binding protein 1
51441	green	YTHDF2	YTH N6-methyladenosine RNA binding protein F2
2035	blue	EPB41	erythrocyte membrane protein band 4.1
6429	black	SRSF4	serine and arginine rich splicing factor 4
51102	grey	MECR	mitochondrial trans-2-enoyl-CoA reductase
7805	turquoise	LAPTM5	lysosomal protein transmembrane 5
9698	blue	PUM1	pumilio RNA binding family member 1
9410	turquoise	SNRNP40	small nuclear ribonucleoprotein U5 subunit 40
51538	grey	ZCCHC17	zinc finger CCHC-type containing 17
553115	red	PEF1	penta-EF-hand domain containing 1
8073	brown	PTP4A2	protein tyrosine phosphatase 4A2
10657	turquoise	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1
55116	brown	TMEM39B	transmembrane protein 39B
23633	brown	KPNA6	karyopherin subunit alpha 6
200081	red	TXLNA	taxilin alpha
79140	green	CCDC28B	coiled-coil domain containing 28B
56063	yellow	TMEM234	transmembrane protein 234
8668	blue	EIF3I	eukaryotic translation initiation factor 3 subunit I
3932	turquoise	LCK	LCK proto-oncogene, Src family tyrosine kinase
3065	turquoise	HDAC1	histone deacetylase 1
65108	turquoise	MARCKSL1	MARCKS like 1
55108	turquoise	BSDC1	BSD domain containing 1
653121	grey	ZBTB8A	zinc finger and BTB domain containing 8A
339487	turquoise	ZBTB8OS	zinc finger and BTB domain containing 8 opposite strand
5928	turquoise	RBBP4	RB binding protein 4, chromatin remodeling factor
8565	turquoise	YARS1	tyrosyl-tRNA synthetase 1
64766	grey	S100PBP	S100P binding protein
127544	green	RNF19B	ring finger protein 19B
204	turquoise	AK2	adenylate kinase 2
149076	grey	ZNF362	zinc finger protein 362
1912	black	PHC2	polyhomeotic homolog 2
113444	yellow	SMIM12	small integral membrane protein 12
100506144	blue	TMEM35B	transmembrane protein 35B
9204	red	ZMYM6	zinc finger MYM-type containing 6
79830	blue	ZMYM1	zinc finger MYM-type containing 1
6421	turquoise	SFPQ	splicing factor proline and glutamine rich
9202	grey	ZMYM4	zinc finger MYM-type containing 4
79932	blue	KIAA0319L	KIAA0319 like
339488	blue	TFAP2E	transcription factor AP-2 epsilon
5690	turquoise	PSMB2	proteasome 20S subunit beta 2
127703	brown	C1orf216	chromosome 1 open reading frame 216
63967	turquoise	CLSPN	claspin
192670	turquoise	AGO4	argonaute RISC component 4
26523	grey	AGO1	argonaute RISC component 1
192669	grey	AGO3	argonaute RISC catalytic component 3
54936	grey	ADPRS	ADP-ribosylserine hydrolase
27095	blue	TRAPPC3	trafficking protein particle complex subunit 3
55700	black	MAP7D1	MAP7 domain containing 1
9967	grey	THRAP3	thyroid hormone receptor associated protein 3
55194	blue	EVA1B	eva-1 homolog B
83931	green	STK40	serine/threonine kinase 40
84967	turquoise	LSM10	LSM10, U7 small nuclear RNA associated
64960	blue	MRPS15	mitochondrial ribosomal protein S15
728431	red	LITATS1	lncRNA induced by TGF-beta and antagonizes TGF-beta signaling 1
80149	grey	ZC3H12A	zinc finger CCCH-type containing 12A
64769	yellow	MEAF6	MYST/Esa1 associated factor 6
79753	turquoise	SNIP1	Smad nuclear interacting protein 1
29889	yellow	GNL2	G protein nucleolar 2
54955	turquoise	AIRIM	AFG2 interacting ribosome maturation factor
55143	green	CDCA8	cell division cycle associated 8
79693	yellow	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing
127687	blue	C1orf122	chromosome 1 open reading frame 122
4520	grey	MTF1	metal regulatory transcription factor 1
3633	grey	INPP5B	inositol polyphosphate-5-phosphatase B
10946	blue	SF3A3	splicing factor 3a subunit 3
2275	blue	FHL3	four and a half LIM domains 3
51118	black	UTP11	UTP11 small subunit processome component
64121	blue	RRAGC	Ras related GTP binding C
79647	green	AKIRIN1	akirin 1
4725	blue	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5
23499	blue	MACF1	microtubule actin crosslinking factor 1
353500	turquoise	BMP8A	bone morphogenetic protein 8a
8761	brown	PABPC4	poly(A) binding protein cytoplasmic 4
10450	blue	PPIE	peptidylprolyl isomerase E
54802	brown	TRIT1	tRNA isopentenyltransferase 1
4610	brown	MYCL	MYCL proto-oncogene, bHLH transcription factor
10487	turquoise	CAP1	cyclase associated actin cytoskeleton regulatory protein 1
5538	turquoise	PPT1	palmitoyl-protein thioesterase 1
6018	green	RLF	RLF zinc finger
10269	red	ZMPSTE24	zinc metallopeptidase STE24
1298	blue	COL9A2	collagen type IX alpha 2 chain
64744	red	SMAP2	small ArfGAP2
339559	blue	ZFP69	ZFP69 zinc finger protein
64789	grey	EXO5	exonuclease 5
127396	brown	ZNF684	zinc finger protein 684
100130557	grey	NFYC-AS1	NFYC antisense RNA 1
4802	red	NFYC	nuclear transcription factor Y subunit gamma
1503	blue	CTPS1	CTP synthase 1
22955	grey	SCMH1	Scm polycomb group protein homolog 1
59269	grey	HIVEP3	HIVEP zinc finger 3
22887	grey	FOXJ3	forkhead box J3
79717	black	PPCS	phosphopantothenoylcysteine synthetase
10465	turquoise	PPIH	peptidylprolyl isomerase H
4904	blue	YBX1	Y-box binding protein 1
64175	turquoise	P3H1	prolyl 3-hydroxylase 1
79078	red	C1orf50	chromosome 1 open reading frame 50
374969	blue	SVBP	small vasohibin binding protein
114625	blue	ERMAP	erythroblast membrane associated protein (Scianna blood group)
51058	grey	ZNF691	zinc finger protein 691
6513	turquoise	SLC2A1	solute carrier family 2 member 1
10969	turquoise	EBNA1BP2	EBNA1 binding protein 2
7075	blue	TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1
4352	black	MPL	MPL proto-oncogene, thrombopoietin receptor
991	yellow	CDC20	cell division cycle 20
64834	turquoise	ELOVL1	ELOVL fatty acid elongase 1
112950	grey	MED8	mediator complex subunit 8
9682	grey	KDM4A	lysine demethylase 4A
9670	blue	IPO13	importin 13
1802	brown	DPH2	diphthamide biosynthesis 2
533	blue	ATP6V0B	ATPase H+ transporting V0 subunit b
55929	grey	DMAP1	DNA methyltransferase 1 associated protein 1
79033	brown	ERI3	ERI1 exoribonuclease family member 3
55182	turquoise	RNF220	ring finger protein 220
79639	blue	TMEM53	transmembrane protein 53
339541	black	ARMH1	armadillo like helical domain containing 1
11004	green	KIF2C	kinesin family member 2C
6202	brown	RPS8	ribosomal protein S8
94162	yellow	SNORD38A	small nucleolar RNA, C/D box 38A
1263	grey	PLK3	polo like kinase 3
8643	blue	PTCH2	patched 2
8891	yellow	EIF2B3	eukaryotic translation initiation factor 2B subunit gamma
79654	red	HECTD3	HECT domain E3 ubiquitin protein ligase 3
7389	yellow	UROD	uroporphyrinogen decarboxylase
84842	green	HPDL	4-hydroxyphenylpyruvate dioxygenase like
4595	brown	MUTYH	mutY DNA glycosylase
114034	brown	TOE1	target of EGR1, exonuclease
5052	turquoise	PRDX1	peroxiredoxin 1
10327	brown	AKR1A1	aldo-keto reductase family 1 member A1
4678	green	NASP	nuclear autoantigenic sperm protein
60313	green	GPBP1L1	GC-rich promoter binding protein 1 like 1
728963	blue	RPS15AP10	ribosomal protein S15a pseudogene 10
51249	brown	TMEM69	transmembrane protein 69
3652	turquoise	IPP	intracisternal A particle-promoted polypeptide
23139	blue	MAST2	microtubule associated serine/threonine kinase 2
55624	grey	POMGNT1	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)
8438	brown	RAD54L	RAD54 like
10489	green	LRRC41	leucine rich repeat containing 41
7388	blue	UQCRH	ubiquinol-cytochrome c reductase hinge protein
387338	grey	NSUN4	NOP2/Sun RNA methyltransferase 4
8569	grey	MKNK1	MAPK interacting serine/threonine kinase 1
148932	blue	MOB3C	MOB kinase activator 3C
64756	blue	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1
9813	black	EFCAB14	EF-hand calcium binding domain 14
6886	blue	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor
51727	black	CMPK1	cytidine/uridine monophosphate kinase 1
79656	red	BEND5	BEN domain containing 5
11124	grey	FAF1	Fas associated factor 1
1031	turquoise	CDKN2C	cyclin dependent kinase inhibitor 2C
26994	brown	RNF11	ring finger protein 11
2060	black	EPS15	epidermal growth factor receptor pathway substrate 15
114883	blue	OSBPL9	oxysterol binding protein like 9
4898	yellow	NRDC	nardilysin convertase
51060	blue	TXNDC12	thioredoxin domain containing 12
91408	black	BTF3L4	basic transcription factor 3 like 4
200014	blue	CC2D1B	coiled-coil and C2 domain containing 1B
4998	yellow	ORC1	origin recognition complex subunit 1
84950	red	PRPF38A	pre-mRNA processing factor 38A
23318	turquoise	TUT4	terminal uridylyl transferase 4
2882	turquoise	GPX7	glutathione peroxidase 7
348378	blue	SHISAL2A	shisa like 2A
65260	grey	COA7	cytochrome c oxidase assembly factor 7
79699	blue	ZYG11B	zyg-11 family member B, cell cycle regulator
55268	yellow	ECHDC2	enoyl-CoA hydratase domain containing 2
6342	brown	SCP2	sterol carrier protein 2
1376	grey	CPT2	carnitine palmitoyltransferase 2
54987	turquoise	CZIB	CXXC motif containing zinc binding protein
4116	turquoise	MAGOH	mago homolog, exon junction complex subunit
55706	turquoise	NDC1	NDC1 transmembrane nucleoporin
54432	black	YIPF1	Yip1 domain family member 1
51668	turquoise	IFT25	intraflagellar transport 25
115353	brown	LRRC42	leucine rich repeat containing 42
9528	black	TMEM59	transmembrane protein 59
127428	grey	TCEANC2	transcription elongation factor A N-terminal and central domain containing 2
51253	blue	MRPL37	mitochondrial ribosomal protein L37
23648	grey	SSBP3	single stranded DNA binding protein 3
619518	blue	SSBP3-AS1	SSBP3 antisense RNA 1
25973	grey	PARS2	prolyl-tRNA synthetase 2, mitochondrial
55001	brown	TTC22	tetratricopeptide repeat domain 22
1718	turquoise	DHCR24	24-dehydrocholesterol reductase
23358	brown	USP24	ubiquitin specific peptidase 24
115209	grey	OMA1	OMA1 zinc metallopeptidase
114803	turquoise	MYSM1	Myb like, SWIRM and MPN domains 1
3725	black	JUN	Jun proto-oncogene, AP-1 transcription factor subunit
55277	blue	FGGY	FGGY carbohydrate kinase domain containing
4774	blue	NFIA	nuclear factor I A
83941	black	TM2D1	TM2 domain containing 1
10207	grey	PATJ	PATJ crumbs cell polarity complex component
7398	grey	USP1	ubiquitin specific peptidase 1
85440	yellow	DOCK7	dedicator of cytokinesis 7
84938	green	ATG4C	autophagy related 4C cysteine peptidase
29929	red	ALG6	ALG6 alpha-1,3-glucosyltransferase
23421	grey	ITGB3BP	integrin subunit beta 3 binding protein
5236	blue	PGM1	phosphoglucomutase 1
3716	blue	JAK1	Janus kinase 1
54741	blue	LEPROT	leptin receptor overlapping transcript
5142	grey	PDE4B	phosphodiesterase 4B
57708	brown	MIER1	MIER1 transcriptional regulator
23169	red	SLC35D1	solute carrier family 35 member D1
149233	turquoise	IL23R	interleukin 23 receptor
3595	blue	IL12RB2	interleukin 12 receptor subunit beta 2
26135	blue	SERBP1	SERPINE1 mRNA binding protein 1
1647	black	GADD45A	growth arrest and DNA damage inducible alpha
55635	turquoise	DEPDC1	DEP domain containing 1
55631	black	LRRC40	leucine rich repeat containing 40
9295	turquoise	SRSF11	serine and arginine rich splicing factor 11
81573	grey	ANKRD13C	ankyrin repeat domain 13C
11147	grey	ANKRD13C-DT	ANKRD13C divergent transcript
9406	turquoise	ZRANB2	zinc finger RANBP2-type containing 2
8790	blue	FPGT	fucose-1-phosphate guanylyltransferase
1429	grey	CRYZ	crystallin zeta
127253	grey	TYW3	tRNA-yW synthesizing protein 3 homolog
34	green	ACADM	acyl-CoA dehydrogenase medium chain
5876	grey	RABGGTB	Rab geranylgeranyltransferase subunit beta
10026	grey	PIGK	phosphatidylinositol glycan anchor biosynthesis class K
26009	blue	ZZZ3	zinc finger ZZ-type containing 3
23032	grey	USP33	ubiquitin specific peptidase 33
374986	yellow	MIGA1	mitoguardin 1
91624	turquoise	NEXN	nexilin F-actin binding protein
8880	blue	FUBP1	far upstream element binding protein 1
11080	grey	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4
10964	brown	IFI44L	interferon induced protein 44 like
10561	turquoise	IFI44	interferon induced protein 44
101927412	brown	LINC01781	long intergenic non-protein coding RNA 1781
5567	brown	PRKACB	protein kinase cAMP-activated catalytic subunit beta
80135	brown	RPF1	ribosome production factor 1 homolog
2787	turquoise	GNG5	G protein subunit gamma 5
100505741	grey	SPATA1	spermatogenesis associated 1
1486	blue	CTBS	chitobiase
117178	blue	SSX2IP	SSX family member 2 interacting protein
255231	brown	MCOLN2	mucolipin TRP cation channel 2
148423	green	C1orf52	chromosome 1 open reading frame 52
8915	brown	BCL10	BCL10 immune signaling adaptor
54680	blue	ZNHIT6	zinc finger HIT-type containing 6
255631	grey	COL24A1	collagen type XXIV alpha 1 chain
57489	brown	ODF2L	outer dense fiber of sperm tails 2 like
51100	brown	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1
9403	brown	SELENOF	selenoprotein F
9653	grey	HS2ST1	heparan sulfate 2-O-sulfotransferase 1
8543	red	LMO4	LIM domain only 4
5586	blue	PKN2	protein kinase N2
2959	grey	GTF2B	general transcription factor IIB
56267	grey	KYAT3	kynurenine aminotransferase 3
494115	grey	RBMXL1	RBMX like 1
2635	brown	GBP3	guanylate binding protein 3
2633	turquoise	GBP1	guanylate binding protein 1
2634	brown	GBP2	guanylate binding protein 2
115361	turquoise	GBP4	guanylate binding protein 4
115362	green	GBP5	guanylate binding protein 5
23507	blue	LRRC8B	leucine rich repeat containing 8 VRAC subunit B
84230	yellow	LRRC8C	leucine rich repeat containing 8 VRAC subunit C
55144	green	LRRC8D	leucine rich repeat containing 8 VRAC subunit D
284695	blue	ZNF326	zinc finger protein 326
84146	grey	ZNF644	zinc finger protein 644
8317	grey	CDC7	cell division cycle 7
7049	blue	TGFBR3	transforming growth factor beta receptor 3
11146	grey	GLMN	glomulin, FKBP associated protein
79871	grey	RPAP2	RNA polymerase II associated protein 2
2672	blue	GFI1	growth factor independent 1 transcriptional repressor
7813	brown	EVI5	ecotropic viral integration site 5
6125	brown	RPL5	ribosomal protein L5
388650	turquoise	DIPK1A	divergent protein kinase domain 1A
22823	turquoise	MTF2	metal response element binding transcription factor 2
50999	grey	TMED5	transmembrane p24 trafficking protein 5
343099	black	CCDC18	coiled-coil domain containing 18
100131564	blue	CCDC18-AS1	CCDC18 antisense RNA 1
1810	turquoise	DR1	down-regulator of transcription 1
30836	yellow	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2
2730	yellow	GCLM	glutamate-cysteine ligase modifier subunit
5825	turquoise	ABCD3	ATP binding cassette subfamily D member 3
1266	brown	CNN3	calponin 3
199857	blue	ALG14	ALG14 UDP-N-acetylglucosaminyltransferase subunit
25950	yellow	RWDD3	RWD domain containing 3
58155	blue	PTBP2	polypyrimidine tract binding protein 2
1806	brown	DPYD	dihydropyrimidine dehydrogenase
178	turquoise	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
23443	grey	SLC35A3	solute carrier family 35 member A3
64645	turquoise	MFSD14A	major facilitator superfamily domain containing 14A
163786	black	SASS6	SAS-6 centriolar assembly protein
54482	grey	TRMT13	tRNA methyltransferase 13 homolog
1629	blue	DBT	dihydrolipoamide branched chain transacylase E2
8634	grey	RTCA	RNA 3'-terminal phosphate cyclase
8556	grey	CDC14A	cell division cycle 14A
7412	turquoise	VCAM1	vascular cell adhesion molecule 1
2135	brown	EXTL2	exostosin like glycosyltransferase 2
148867	yellow	SLC30A7	solute carrier family 30 member 7
51611	yellow	DPH5	diphthamide biosynthesis 5
102606465	black	DPH5-DT	DPH5 divergent transcript
101928370	yellow	S1PR1-DT	S1PR1 divergent transcript
1901	brown	S1PR1	sphingosine-1-phosphate receptor 1
55599	red	RNPC3	RNA binding region (RNP1, RRM) containing 3
55170	green	PRMT6	protein arginine methyltransferase 6
10451	red	VAV3	vav guanine nucleotide exchange factor 3
29957	blue	SLC25A24	solute carrier family 25 member 24
113802	yellow	HENMT1	HEN methyltransferase 1
55119	turquoise	PRPF38B	pre-mRNA processing factor 38B
6814	grey	STXBP3	syntaxin binding protein 3
23155	grey	CLCC1	chloride channel CLIC like 1
56900	brown	TMEM167B	transmembrane protein 167B
57535	grey	ELAPOR1	endosome-lysosome associated apoptosis and autophagy regulator 1
6301	blue	SARS1	seryl-tRNA synthetase 1
84722	brown	PSRC1	proline and serine rich coiled-coil 1
6272	brown	SORT1	sortilin 1
5686	turquoise	PSMA5	proteasome 20S subunit alpha 5
284613	grey	CYB561D1	cytochrome b561 family member D1
2773	blue	GNAI3	G protein subunit alpha i3
271	grey	AMPD2	adenosine monophosphate deaminase 2
2948	green	GSTM4	glutathione S-transferase mu 4
2949	red	GSTM5	glutathione S-transferase mu 5
