Node	ModuleColor	GeneSymbol	GeneName
163702	grey	IFNLR1	interferon lambda receptor 1
90529	grey	STPG1	sperm tail PG-rich repeat containing 1
57185	turquoise	NIPAL3	NIPA like domain containing 3
11123	grey	RCAN3	RCAN family member 3
100506985	grey	NCMAP-DT	NCMAP divergent transcript
10250	grey	SRRM1	serine and arginine repetitive matrix 1
25932	grey	CLIC4	chloride intracellular channel 4
864	purple	RUNX3	RUNX family transcription factor 3
25949	grey	SYF2	SYF2 pre-mRNA splicing factor
57035	blue	RSRP1	arginine and serine rich protein 1
23585	grey	TMEM50A	transmembrane protein 50A
55219	brown	MACO1	macoilin 1
26119	pink	LDLRAP1	low density lipoprotein receptor adaptor protein 1
57134	brown	MAN1C1	mannosidase alpha class 1C member 1
57190	turquoise	SELENON	selenoprotein N
56181	grey	MTFR1L	mitochondrial fission regulator 1 like
646471	red	LOC646471	uncharacterized LOC646471
79000	brown	AUNIP	aurora kinase A and ninein interacting protein
164091	turquoise	PAQR7	progestin and adipoQ receptor family member 7
3925	green	STMN1	stathmin 1
5051	yellow	PAFAH2	platelet activating factor acetylhydrolase 2
149420	magenta	PDIK1L	PDLIM1 interacting kinase 1 like
51042	lightcyan	ZNF593	zinc finger protein 593
64793	grey	CEP85	centrosomal protein 85
83442	red	SH3BGRL3	SH3 domain binding glutamate rich protein like 3
91544	green	UBXN11	UBX domain protein 11
1043	red	CD52	CD52 molecule
79947	green	DHDDS	dehydrodolichyl diphosphate synthase subunit
3151	grey	HMGN2	high mobility group nucleosomal binding domain 2
6195	pink	RPS6KA1	ribosomal protein S6 kinase A1
101928728	grey	LOC101928728	uncharacterized LOC101928728
8289	yellow	ARID1A	AT-rich interaction domain 1A
55650	brown	PIGV	phosphatidylinositol glycan anchor biosynthesis class V
84243	yellow	ZDHHC18	zinc finger DHHC-type palmitoyltransferase 18
54707	brown	GPN2	GPN-loop GTPase 2
63906	turquoise	GPATCH3	G-patch domain containing 3
10726	turquoise	NUDC	nuclear distribution C, dynein complex regulator
6548	grey	SLC9A1	solute carrier family 9 member A1
23038	turquoise	WDTC1	WD and tetratricopeptide repeats 1
84065	turquoise	TMEM222	transmembrane protein 222
644961	cyan	ACTG1P20	actin gamma 1 pseudogene 20
9064	green	MAP3K6	mitogen-activated protein kinase kinase kinase 6
10163	grey	WASF2	WASP family member 2
27245	salmon	AHDC1	AT-hook DNA binding motif containing 1
2268	blue	FGR	FGR proto-oncogene, Src family tyrosine kinase
2537	turquoise	IFI6	interferon alpha inducible protein 6
199870	brown	FAM76A	family with sequence similarity 76 member A
23673	grey	STX12	syntaxin 12
5511	blue	PPP1R8	protein phosphatase 1 regulatory subunit 8
9473	grey	THEMIS2	thymocyte selection associated family member 2
6118	turquoise	RPA2	replication protein A2
55113	brown	XKR8	XK related 8
2140	grey	EYA3	EYA transcriptional coactivator and phosphatase 3
5724	blue	PTAFR	platelet activating factor receptor
22826	red	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8
93974	grey	ATP5IF1	ATP synthase inhibitory factor subunit 1
83667	brown	SESN2	sestrin 2
54797	grey	MED18	mediator complex subunit 18
65979	yellow	PHACTR4	phosphatase and actin regulator 4
1104	green	RCC1	regulator of chromosome condensation 1
8420	red	SNHG3	small nucleolar RNA host gene 3
54952	brown	TRNAU1AP	tRNA selenocysteine 1 associated protein 1
85028	grey	SNHG12	small nucleolar RNA host gene 12
692212	grey	SNORD99	small nucleolar RNA, C/D box 99
677838	brown	SNORA61	small nucleolar RNA, H/ACA box 61
677825	grey	SNORA44	small nucleolar RNA, H/ACA box 44
692073	turquoise	SNORA16A	small nucleolar RNA, H/ACA box 16A
115273	brown	RAB42	RAB42, member RAS oncogene family
6883	purple	TAF12	TATA-box binding protein associated factor 12
10691	brown	GMEB1	glucocorticoid modulatory element binding protein 1
51441	turquoise	YTHDF2	YTH N6-methyladenosine RNA binding protein F2
2035	turquoise	EPB41	erythrocyte membrane protein band 4.1
6429	grey	SRSF4	serine and arginine rich splicing factor 4
51102	turquoise	MECR	mitochondrial trans-2-enoyl-CoA reductase
7805	turquoise	LAPTM5	lysosomal protein transmembrane 5
9672	grey	SDC3	syndecan 3
9698	black	PUM1	pumilio RNA binding family member 1
9410	turquoise	SNRNP40	small nuclear ribonucleoprotein U5 subunit 40
51538	turquoise	ZCCHC17	zinc finger CCHC-type containing 17
2170	turquoise	FABP3	fatty acid binding protein 3
347735	grey	SERINC2	serine incorporator 2
553115	turquoise	PEF1	penta-EF-hand domain containing 1
90853	turquoise	SPOCD1	SPOC domain containing 1
8073	black	PTP4A2	protein tyrosine phosphatase 4A2
10657	turquoise	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1
55116	grey	TMEM39B	transmembrane protein 39B
23633	turquoise	KPNA6	karyopherin subunit alpha 6
200081	brown	TXLNA	taxilin alpha
79140	red	CCDC28B	coiled-coil domain containing 28B
56063	purple	TMEM234	transmembrane protein 234
55721	turquoise	IQCC	IQ motif containing C
149069	pink	DCDC2B	doublecortin domain containing 2B
8668	turquoise	EIF3I	eukaryotic translation initiation factor 3 subunit I
339483	turquoise	MTMR9LP	myotubularin related protein 9 like, pseudogene
3065	blue	HDAC1	histone deacetylase 1
65108	grey	MARCKSL1	MARCKS like 1
81629	turquoise	TSSK3	testis specific serine kinase 3
55108	brown	BSDC1	BSD domain containing 1
653121	green	ZBTB8A	zinc finger and BTB domain containing 8A
339487	turquoise	ZBTB8OS	zinc finger and BTB domain containing 8 opposite strand
5928	magenta	RBBP4	RB binding protein 4, chromatin remodeling factor
81493	grey	SYNC	syncoilin, intermediate filament protein
57648	magenta	NHSL3	NHS like 3
8565	turquoise	YARS1	tyrosyl-tRNA synthetase 1
64766	yellow	S100PBP	S100P binding protein
127544	yellow	RNF19B	ring finger protein 19B
204	grey	AK2	adenylate kinase 2
55223	grey	TRIM62	tripartite motif containing 62
149076	brown	ZNF362	zinc finger protein 362
1912	brown	PHC2	polyhomeotic homolog 2
7579	grey	ZSCAN20	zinc finger and SCAN domain containing 20
113444	yellow	SMIM12	small integral membrane protein 12
653160	red	GPR199P	G protein-coupled receptor 199, pseudogene
100506144	black	TMEM35B	transmembrane protein 35B
9204	red	ZMYM6	zinc finger MYM-type containing 6
79830	red	ZMYM1	zinc finger MYM-type containing 1
6421	brown	SFPQ	splicing factor proline and glutamine rich
9202	tan	ZMYM4	zinc finger MYM-type containing 4
79932	yellow	KIAA0319L	KIAA0319 like
23154	grey	NCDN	neurochondrin
339488	blue	TFAP2E	transcription factor AP-2 epsilon
5690	turquoise	PSMB2	proteasome 20S subunit beta 2
127703	greenyellow	C1orf216	chromosome 1 open reading frame 216
63967	grey	CLSPN	claspin
192670	turquoise	AGO4	argonaute RISC component 4
26523	turquoise	AGO1	argonaute RISC component 1
192669	grey	AGO3	argonaute RISC catalytic component 3
54936	turquoise	ADPRS	ADP-ribosylserine hydrolase
1296	turquoise	COL8A2	collagen type VIII alpha 2 chain
27095	red	TRAPPC3	trafficking protein particle complex subunit 3
55700	turquoise	MAP7D1	MAP7 domain containing 1
9967	grey	THRAP3	thyroid hormone receptor associated protein 3
79729	magenta	SH3D21	SH3 domain containing 21
55194	grey	EVA1B	eva-1 homolog B
83931	brown	STK40	serine/threonine kinase 40
84967	grey	LSM10	LSM10, U7 small nuclear RNA associated
127700	blue	OSCP1	organic solute carrier partner 1
64960	turquoise	MRPS15	mitochondrial ribosomal protein S15
1441	grey	CSF3R	colony stimulating factor 3 receptor
728431	pink	LITATS1	lncRNA induced by TGF-beta and antagonizes TGF-beta signaling 1
80149	blue	ZC3H12A	zinc finger CCCH-type containing 12A
64769	grey	MEAF6	MYST/Esa1 associated factor 6
79753	brown	SNIP1	Smad nuclear interacting protein 1
29889	turquoise	GNL2	G protein nucleolar 2
54955	grey	AIRIM	AFG2 interacting ribosome maturation factor
55143	grey	CDCA8	cell division cycle associated 8
149175	grey	MANEAL	mannosidase endo-alpha like
79693	blue	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing
127687	turquoise	C1orf122	chromosome 1 open reading frame 122
4520	blue	MTF1	metal regulatory transcription factor 1
3633	brown	INPP5B	inositol polyphosphate-5-phosphatase B
10946	turquoise	SF3A3	splicing factor 3a subunit 3
2275	grey60	FHL3	four and a half LIM domains 3
51118	turquoise	UTP11	UTP11 small subunit processome component
64121	grey	RRAGC	Ras related GTP binding C
79647	blue	AKIRIN1	akirin 1
4725	turquoise	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5
23499	yellow	MACF1	microtubule actin crosslinking factor 1
353500	grey	BMP8A	bone morphogenetic protein 8a
728448	turquoise	PPIEL	peptidylprolyl isomerase E like (pseudogene)
8761	grey	PABPC4	poly(A) binding protein cytoplasmic 4
26508	turquoise	HEYL	hes related family bHLH transcription factor with YRPW motif like
10450	grey	PPIE	peptidylprolyl isomerase E
656	turquoise	BMP8B	bone morphogenetic protein 8b
54802	grey	TRIT1	tRNA isopentenyltransferase 1
4610	blue	MYCL	MYCL proto-oncogene, bHLH transcription factor
84879	grey	MFSD2A	MFSD2 lysolipid transporter A, lysophospholipid
10487	yellow	CAP1	cyclase associated actin cytoskeleton regulatory protein 1
5538	grey	PPT1	palmitoyl-protein thioesterase 1
6018	brown	RLF	RLF zinc finger
10269	green	ZMPSTE24	zinc metallopeptidase STE24
1298	turquoise	COL9A2	collagen type IX alpha 2 chain
64744	green	SMAP2	small ArfGAP2
65243	grey	ZFP69B	ZFP69 zinc finger protein B
339559	blue	ZFP69	ZFP69 zinc finger protein
64789	grey	EXO5	exonuclease 5
127396	black	ZNF684	zinc finger protein 684
9783	red	RIMS3	regulating synaptic membrane exocytosis 3
100130557	grey	NFYC-AS1	NFYC antisense RNA 1
4802	red	NFYC	nuclear transcription factor Y subunit gamma
1503	turquoise	CTPS1	CTP synthase 1
22955	grey	SCMH1	Scm polycomb group protein homolog 1
59269	brown	HIVEP3	HIVEP zinc finger 3
22887	black	FOXJ3	forkhead box J3
84217	turquoise	ZMYND12	zinc finger MYND-type containing 12
79717	brown	PPCS	phosphopantothenoylcysteine synthetase
728621	grey	CCDC30	coiled-coil domain containing 30
10465	grey	PPIH	peptidylprolyl isomerase H
4904	grey	YBX1	Y-box binding protein 1
64175	pink	P3H1	prolyl 3-hydroxylase 1
79078	grey	C1orf50	chromosome 1 open reading frame 50
374969	grey	SVBP	small vasohibin binding protein
114625	turquoise	ERMAP	erythroblast membrane associated protein (Scianna blood group)
51058	grey	ZNF691	zinc finger protein 691
6513	turquoise	SLC2A1	solute carrier family 2 member 1
10969	turquoise	EBNA1BP2	EBNA1 binding protein 2
7075	grey	TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1
64834	grey	ELOVL1	ELOVL fatty acid elongase 1
112950	midnightblue	MED8	mediator complex subunit 8
23334	black	SZT2	SZT2 subunit of KICSTOR complex
9682	yellow	KDM4A	lysine demethylase 4A
6487	turquoise	ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3
9670	brown	IPO13	importin 13
1802	turquoise	DPH2	diphthamide biosynthesis 2
533	turquoise	ATP6V0B	ATPase H+ transporting V0 subunit b
8704	cyan	B4GALT2	beta-1,4-galactosyltransferase 2
149473	blue	CCDC24	coiled-coil domain containing 24
55929	grey	DMAP1	DNA methyltransferase 1 associated protein 1
79033	yellow	ERI3	ERI1 exoribonuclease family member 3
55182	purple	RNF220	ring finger protein 220
79639	brown	TMEM53	transmembrane protein 53
339541	pink	ARMH1	armadillo like helical domain containing 1
11004	grey	KIF2C	kinesin family member 2C
6202	tan	RPS8	ribosomal protein S8
266675	blue	BEST4	bestrophin 4
1263	yellow	PLK3	polo like kinase 3
343521	brown	DYNLT4	dynein light chain Tctex-type 4
149478	brown	BTBD19	BTB domain containing 19
8643	blue	PTCH2	patched 2
8891	pink	EIF2B3	eukaryotic translation initiation factor 2B subunit gamma
79654	brown	HECTD3	HECT domain E3 ubiquitin protein ligase 3
7389	turquoise	UROD	uroporphyrinogen decarboxylase
4595	grey	MUTYH	mutY DNA glycosylase
114034	brown	TOE1	target of EGR1, exonuclease
10420	green	TESK2	testis associated actin remodelling kinase 2
126661	turquoise	CCDC163	CCDC163 homolog
25974	pink	MMACHC	metabolism of cobalamin associated C
5052	turquoise	PRDX1	peroxiredoxin 1
10327	salmon	AKR1A1	aldo-keto reductase family 1 member A1
4678	grey	NASP	nuclear autoantigenic sperm protein
149483	grey	CCDC17	coiled-coil domain containing 17
60313	salmon	GPBP1L1	GC-rich promoter binding protein 1 like 1
51249	pink	TMEM69	transmembrane protein 69
3652	blue	IPP	intracisternal A particle-promoted polypeptide
23139	grey	MAST2	microtubule associated serine/threonine kinase 2
8503	blue	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
55624	turquoise	POMGNT1	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)
541468	blue	LURAP1	leucine rich adaptor protein 1
8438	grey	RAD54L	RAD54 like
10489	blue	LRRC41	leucine rich repeat containing 41
7388	turquoise	UQCRH	ubiquinol-cytochrome c reductase hinge protein
387338	grey	NSUN4	NOP2/Sun RNA methyltransferase 4
2166	turquoise	FAAH	fatty acid amide hydrolase
100507423	red	MKNK1-AS1	MKNK1 antisense RNA 1
8569	grey	MKNK1	MAPK interacting serine/threonine kinase 1
148932	brown	MOB3C	MOB kinase activator 3C
64756	turquoise	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1
9813	turquoise	EFCAB14	EF-hand calcium binding domain 14
6491	green	STIL	STIL centriolar assembly protein
51727	grey	CMPK1	cytidine/uridine monophosphate kinase 1
84793	grey	FOXD2-AS1	FOXD2 adjacent opposite strand RNA 1
54558	turquoise	SPATA6	spermatogenesis associated 6
11124	turquoise	FAF1	Fas associated factor 1
1031	blue	CDKN2C	cyclin dependent kinase inhibitor 2C
26994	brown	RNF11	ring finger protein 11
2060	blue	EPS15	epidermal growth factor receptor pathway substrate 15
114883	brown	OSBPL9	oxysterol binding protein like 9
4898	turquoise	NRDC	nardilysin convertase
51060	grey	TXNDC12	thioredoxin domain containing 12
91408	magenta	BTF3L4	basic transcription factor 3 like 4
9372	green	ZFYVE9	zinc finger FYVE-type containing 9
200014	red	CC2D1B	coiled-coil and C2 domain containing 1B
4998	grey	ORC1	origin recognition complex subunit 1
84950	brown	PRPF38A	pre-mRNA processing factor 38A
23318	yellow	TUT4	terminal uridylyl transferase 4
65260	grey	COA7	cytochrome c oxidase assembly factor 7
79699	brown	ZYG11B	zyg-11 family member B, cell cycle regulator
55268	turquoise	ECHDC2	enoyl-CoA hydratase domain containing 2
6342	green	SCP2	sterol carrier protein 2
1376	brown	CPT2	carnitine palmitoyltransferase 2
54987	grey	CZIB	CXXC motif containing zinc binding protein
4116	turquoise	MAGOH	mago homolog, exon junction complex subunit
7804	grey	LRP8	LDL receptor related protein 8
55706	grey	NDC1	NDC1 transmembrane nucleoporin
54432	magenta	YIPF1	Yip1 domain family member 1
51668	turquoise	IFT25	intraflagellar transport 25
115353	turquoise	LRRC42	leucine rich repeat containing 42
9528	grey	TMEM59	transmembrane protein 59
127428	blue	TCEANC2	transcription elongation factor A N-terminal and central domain containing 2
606495	yellow	CYB5RL	cytochrome b5 reductase like
51253	turquoise	MRPL37	mitochondrial ribosomal protein L37
23648	grey	SSBP3	single stranded DNA binding protein 3
619518	grey	SSBP3-AS1	SSBP3 antisense RNA 1
26027	grey	ACOT11	acyl-CoA thioesterase 11
338094	grey	FAM151A	family with sequence similarity 151 member A
7268	turquoise	TTC4	tetratricopeptide repeat domain 4
25973	grey	PARS2	prolyl-tRNA synthetase 2, mitochondrial
1718	green	DHCR24	24-dehydrocholesterol reductase
23358	black	USP24	ubiquitin specific peptidase 24
8613	grey	PLPP3	phospholipid phosphatase 3
115209	blue	OMA1	OMA1 zinc metallopeptidase
114803	grey	MYSM1	Myb like, SWIRM and MPN domains 1
3725	brown	JUN	Jun proto-oncogene, AP-1 transcription factor subunit
55277	grey	FGGY	FGGY carbohydrate kinase domain containing
4774	blue	NFIA	nuclear factor I A
83941	grey	TM2D1	TM2 domain containing 1
10207	grey	PATJ	PATJ crumbs cell polarity complex component
7398	grey	USP1	ubiquitin specific peptidase 1
85440	grey	DOCK7	dedicator of cytokinesis 7
84938	brown	ATG4C	autophagy related 4C cysteine peptidase
29929	brown	ALG6	ALG6 alpha-1,3-glucosyltransferase
23421	grey	ITGB3BP	integrin subunit beta 3 binding protein
84455	brown	EFCAB7	EF-hand calcium binding domain 7
5236	grey	PGM1	phosphoglucomutase 1
57685	turquoise	CACHD1	cache domain containing 1
55225	grey	RAVER2	ribonucleoprotein, PTB binding 2
3716	turquoise	JAK1	Janus kinase 1
205	blue	AK4	adenylate kinase 4
9829	turquoise	DNAJC6	DnaJ heat shock protein family (Hsp40) member C6
54741	turquoise	LEPROT	leptin receptor overlapping transcript
