Node	ModuleColor	GeneSymbol	GeneName
68691	turquoise	Kansl1l	KAT8 regulatory NSL complex subunit 1-like
11363	turquoise	Acadl	acyl-Coenzyme A dehydrogenase, long-chain
14768	blue	Lancl1	LanC (bacterial lantibiotic synthetase component C)-like 1
22779	blue	Ikzf2	IKAROS family zinc finger 2
12021	brown	Bard1	BRCA1 associated RING domain 1
108147	yellow	Atic	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
14268	turquoise	Fn1	fibronectin 1
111175	magenta	Pecr	peroxisomal trans-2-enoyl-CoA reductase
22596	turquoise	Xrcc5	X-ray repair complementing defective repair in Chinese hamster cells 5
54380	turquoise	Smarcal1	SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1
19981	turquoise	Rpl37a	ribosomal protein L37a
16011	greenyellow	Igfbp5	insulin-like growth factor binding protein 5
21961	blue	Tns1	tensin 1
76709	yellow	Arpc2	actin related protein 2/3 complex, subunit 2
227290	grey	Aamp	angio-associated migratory protein
56695	turquoise	Pnkd	paroxysmal nonkinesiogenic dyskinesia
69660	blue	Tmbim1	transmembrane BAX inhibitor motif containing 1
241112	yellow	Catip	ciliogenesis associated TTC17 interacting protein
18173	grey	Slc11a1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1
227292	grey	Ctdsp1	CTD small phosphatase 1
319651	turquoise	Usp37	ubiquitin specific peptidase 37
58184	grey	Cnot9	CCR4-NOT transcription complex, subunit 9
77264	red	Zfp142	zinc finger protein 142
66821	turquoise	Bcs1l	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone
57751	turquoise	Rnf25	ring finger protein 25
269209	blue	Stk36	serine/threonine kinase 36
67534	brown	Ttll4	tubulin tyrosine ligase-like family, member 4
104086	grey	Cyp27a1	cytochrome P450, family 27, subfamily a, polypeptide 1
22420	turquoise	Wnt6	wingless-type MMTV integration site family, member 6
75570	brown	Nhej1	non-homologous end joining factor 1
69171	turquoise	Cnppd1	cyclin Pas1/PHO80 domain containing 1
227298	blue	Retreg2	reticulophagy regulator family member 2
68818	brown	Zfand2b	zinc finger, AN1 type domain 2B
74104	brown	Abcb6	ATP-binding cassette, sub-family B member 6
245860	green	Atg9a	autophagy related 9A
52231	grey	Ankzf1	ankyrin repeat and zinc finger domain containing 1
74577	blue	Glb1l	galactosidase, beta 1-like
20872	red	Stk16	serine/threonine kinase 16
22145	turquoise	Tuba4a	tubulin, alpha 4A
56812	brown	Dnajb2	DnaJ heat shock protein family (Hsp40) member B2
13437	turquoise	Dnpep	aspartyl aminopeptidase
13346	grey	Des	desmin
11790	blue	Speg	SPEG complex locus
69080	turquoise	Gmppa	GDP-mannose pyrophosphorylase A
74241	green	Chpf	chondroitin polymerizing factor
71728	yellow	Stk11ip	serine/threonine kinase 11 interacting protein
13838	turquoise	Epha4	Eph receptor A4
23874	grey	Farsb	phenylalanyl-tRNA synthetase, beta subunit
74205	black	Acsl3	acyl-CoA synthetase long-chain family member 3
195434	turquoise	Utp14b	UTP14B small subunit processome component
69368	grey	Wdfy1	WD repeat and FYVE domain containing 1
69163	turquoise	Mrpl44	mitochondrial ribosomal protein L44
26554	grey	Cul3	cullin 3
210293	blue	Dock10	dedicator of cytokinesis 10
16367	turquoise	Irs1	insulin receptor substrate 1
76867	grey	Rhbdd1	rhomboid domain containing 1
75734	turquoise	Mff	mitochondrial fission factor
15463	green	Agfg1	ArfGAP with FG repeats 1
98496	blue	Pid1	phosphotyrosine interaction domain containing 1
14897	red	Trip12	thyroid hormone receptor interactor 12
66153	green	Fbxo36	F-box protein 36
71781	blue	Slc16a14	solute carrier family 16 (monocarboxylic acid transporters), member 14
381287	turquoise	Sp140l1	Sp140 nuclear body protein like 1
621875	turquoise	A530040E14Rik	RIKEN cDNA A530040E14 gene
109032	turquoise	Sp110	Sp110 nuclear body protein
434484	turquoise	Sp140	Sp140 nuclear body protein
20684	magenta	Sp100	nuclear antigen Sp100
319997	turquoise	A630001G21Rik	RIKEN cDNA A630001G21 gene
12283	blue	Cab39	calcium binding protein 39
64294	turquoise	Itm2c	integral membrane protein 2C
70247	turquoise	Psmd1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1
78795	turquoise	Armc9	armadillo repeat containing 9
227327	turquoise	B3gnt7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7
17975	turquoise	Ncl	nucleolin
19231	blue	Ptma	prothymosin alpha
18582	turquoise	Pde6d	phosphodiesterase 6D, cGMP-specific, rod, delta
26895	grey	Cops7b	COP9 signalosome subunit 7B
208718	grey	Dis3l2	DIS3 like 3'-5' exoribonuclease 2
620213	turquoise	Gm6136	ribosomal protein L6 pseudogene
26987	turquoise	Eif4e2	eukaryotic translation initiation factor 4E member 2
98363	grey	Efhd1	EF hand domain containing 1
227331	red	Gigyf2	GRB10 interacting GYF protein 2
16331	green	Inpp5d	inositol polyphosphate-5-phosphatase D
77040	blue	Atg16l1	autophagy related 16 like 1
20215	grey	Sag	S-antigen, retina and pineal gland (arrestin)
227333	turquoise	Dgkd	diacylglycerol kinase, delta
227334	yellow	Usp40	ubiquitin specific peptidase 40
394432	turquoise	Ugt1a7c	UDP glucuronosyltransferase 1 family, polypeptide A7C
381280	turquoise	Hjurp	Holliday junction recognition protein
320982	yellow	Arl4c	ADP-ribosylation factor-like 4C
98402	grey	Sh3bp4	SH3-domain binding protein 4
347722	yellow	Agap1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1
108679	grey	Cops8	COP9 signalosome subunit 8
16978	blue	Lrrfip1	leucine rich repeat (in FLII) interacting protein 1
51801	green	Ramp1	receptor (calcitonin) activity modifying protein 1
67921	turquoise	Ube2f	ubiquitin-conjugating enzyme E2F (putative)
50880	grey	Scly	selenocysteine lyase
67444	turquoise	Ilkap	integrin-linked kinase-associated serine/threonine phosphatase 2C
55927	red	Hes6	hairy and enhancer of split 6
18627	yellow	Per2	period circadian clock 2
74019	blue	Traf3ip1	TRAF3 interacting protein 1
65247	turquoise	Asb1	ankyrin repeat and SOCS box-containing 1
208727	turquoise	Hdac4	histone deacetylase 4
67273	red	Ndufa10	NADH:ubiquinone oxidoreductase subunit A10
66915	turquoise	Cops9	COP9 signalosome subunit 9
67446	grey	Dusp28	dual specificity phosphatase 28
108657	green	Rnpepl1	arginyl aminopeptidase (aminopeptidase B)-like 1
23830	grey	Capn10	calpain 10
64095	turquoise	Gpr35	G protein-coupled receptor 35
69821	brown	Mterf4	mitochondrial transcription termination factor 4
269224	black	Pask	PAS domain containing serine/threonine kinase
66385	grey	Ppp1r7	protein phosphatase 1, regulatory subunit 7
110611	black	Hdlbp	high density lipoprotein (HDL) binding protein
18000	turquoise	Septin2	septin 2
227377	turquoise	Farp2	FERM, RhoGEF and pleckstrin domain protein 2
59041	yellow	Stk25	serine/threonine kinase 25 (yeast)
67026	turquoise	Thap4	THAP domain containing 4
66615	blue	Atg4b	autophagy related 4B, cysteine peptidase
21915	grey	Dtymk	deoxythymidylate kinase
66262	turquoise	Ing5	inhibitor of growth family, member 5
98314	grey	D2hgdh	D-2-hydroxyglutarate dehydrogenase
67698	red	Fam174a	family with sequence similarity 174, member A
100041686	turquoise	Gm15427	predicted pseudogene 15427
20452	grey	St8sia4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
52392	turquoise	Macir	macrophage immunometabolism regulator
227399	grey	Ppip5k2	diphosphoinositol pentakisphosphate kinase 2
252876	grey	Gin1	gypsy retrotransposon integrase 1
18484	blue	Pam	peptidylglycine alpha-amidating monooxygenase
27392	red	Pign	phosphatidylinositol glycan anchor biosynthesis, class N
227446	grey	Relch	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing
21934	turquoise	Tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a, NFKB activator
227449	turquoise	Zcchc2	zinc finger, CCHC domain containing 2
98432	magenta	Phlpp1	PH domain and leucine rich repeat protein phosphatase 1
12043	turquoise	Bcl2	B cell leukemia/lymphoma 2
70750	turquoise	Kdsr	3-ketodihydrosphingosine reductase
20479	turquoise	Vps4b	vacuolar protein sorting 4B
241197	turquoise	Serpinb10	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 10
20725	turquoise	Serpinb8	serine (or cysteine) peptidase inhibitor, clade B, member 8
319901	turquoise	Dsel	dermatan sulfate epimerase-like
22099	grey	Tsn	translin
67949	grey	Nifk	nucleolar protein interacting with the FHA domain of MKI67
76707	red	Clasp1	CLIP associating protein 1
64143	blue	Ralb	v-ral simian leukemia viral oncogene B
226351	yellow	Tmem185b	transmembrane protein 185B
226352	blue	Epb41l5	erythrocyte membrane protein band 4.1 like 5
19258	brown	Ptpn4	protein tyrosine phosphatase, non-receptor type 4
66343	turquoise	Tmem177	transmembrane protein 177
170706	turquoise	Tmem37	transmembrane protein 37
13167	turquoise	Dbi	diazepam binding inhibitor
73103	grey	3110009E18Rik	RIKEN cDNA 3110009E18 gene
68428	grey	Steap3	STEAP family member 3
17167	yellow	Marco	macrophage receptor with collagenous structure
72999	blue	Insig2	insulin induced gene 2
70829	blue	Ccdc93	coiled-coil domain containing 93
66942	greenyellow	Ddx18	DEAD box helicase 18
74117	blue	Actr3	ARP3 actin-related protein 3
74150	purple	Slc35f5	solute carrier family 35, member F5
107895	brown	Mgat5	mannoside acetylglucosaminyltransferase 5
72949	turquoise	Ccnt2	cyclin T2
226407	turquoise	Rab3gap1	RAB3 GTPase activating protein subunit 1
226409	blue	Zranb3	zinc finger, RAN-binding domain containing 3
226412	grey	R3hdm1	R3H domain containing 1
67812	grey	Ubxn4	UBX domain protein 4
17219	yellow	Mcm6	minichromosome maintenance complex component 6
226414	grey	Dars1	aspartyl-tRNA synthetase 1
12767	turquoise	Cxcr4	C-X-C motif chemokine receptor 4
13136	blue	Cd55	CD55 molecule, decay accelerating factor for complement
18640	blue	Pfkfb2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2
226418	grey	Yod1	YOD1 deubiquitinase
212439	grey	AA986860	expressed sequence AA986860
16153	grey	Il10	interleukin 10
17164	blue	Mapkapk2	MAP kinase-activated protein kinase 2
226419	turquoise	Dyrk3	dual-specificity tyrosine phosphorylation regulated kinase 3
16865	turquoise	Eif2d	eukaryotic translation initiation factor 2D
54354	blue	Rassf5	Ras association (RalGDS/AF-6) domain family member 5
56489	turquoise	Ikbke	inhibitor of kappaB kinase epsilon
14270	blue	Srgap2	SLIT-ROBO Rho GTPase activating protein 2
108900	yellow	Fam72a	family with sequence similarity 72, member A
13034	blue	Ctse	cathepsin E
226421	blue	Rab7b	RAB7B, member RAS oncogene family
98396	grey	Slc41a1	solute carrier family 41, member 1
226422	turquoise	Rab29	RAB29, member RAS oncogene family
98415	brown	Nucks1	nuclear casein kinase and cyclin-dependent kinase substrate 1
13714	red	Elk4	ELK4, member of ETS oncogene family
213006	turquoise	Mfsd4a	major facilitator superfamily domain containing 4A
18557	brown	Cdk18	cyclin dependent kinase 18
74137	grey	Nuak2	NUAK family, SNF1-like kinase, 2
68875	turquoise	Tmcc2	transmembrane and coiled-coil domains 2
213452	turquoise	Dstyk	dual serine/threonine and tyrosine protein kinase
213464	brown	Rbbp5	retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit
74626	turquoise	Tmem81	transmembrane protein 81
17248	red	Mdm4	transformed mouse 3T3 cell double minute 4
108954	brown	Ppp1r15b	protein phosphatase 1, regulatory subunit 15B
240753	grey	Plekha6	pleckstrin homology domain containing, family A member 6
20668	turquoise	Sox13	SRY (sex determining region Y)-box 13
20643	turquoise	Snrpe	small nuclear ribonucleoprotein E
70579	blue	Zc3h11a	zinc finger CCCH type containing 11A
667118	red	Zbed6	zinc finger, BED type containing 6
381290	grey	Atp2b4	ATPase, Ca++ transporting, plasma membrane 4
12227	yellow	Btg2	BTG anti-proliferation factor 2
68507	blue	Ppfia4	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4
57439	brown	Tmem183a	transmembrane protein 183A
72017	turquoise	Cyb5r1	cytochrome b5 reductase 1
72674	turquoise	Adipor1	adiponectin receptor 1
240756	grey	Klhl12	kelch-like 12
98710	yellow	Rabif	RAB interacting factor
75605	yellow	Kdm5b	lysine demethylase 5B
329251	grey	Ppp1r12b	protein phosphatase 1, regulatory subunit 12B
67196	grey	Ube2t	ubiquitin-conjugating enzyme E2T
320139	blue	Ptpn7	protein tyrosine phosphatase, non-receptor type 7
68724	blue	Arl8a	ADP-ribosylation factor-like 8A
215615	grey	Rnpep	arginyl aminopeptidase (aminopeptidase B)
21854	turquoise	Timm17a	translocase of inner mitochondrial membrane 17a
226432	red	Ipo9	importin 9
215690	red	Nav1	neuron navigator 1
13007	blue	Csrp1	cysteine and glycine-rich protein 1
27280	green	Phlda3	pleckstrin homology like domain, family A, member 3
21956	green	Tnnt2	troponin T2, cardiac
66241	blue	Tmem9	transmembrane protein 9
16565	green	Kif21b	kinesin family member 21B
67886	turquoise	Camsap2	calmodulin regulated spectrin-associated protein family, member 2
320054	blue	9230116N13Rik	RIKEN cDNA 9230116N13 gene
67997	grey	Ddx59	DEAD box helicase 59
381293	black	Kif14	kinesin family member 14
226442	turquoise	Zfp281	zinc finger protein 281
19264	blue	Ptprc	protein tyrosine phosphatase receptor type C
59125	blue	Nek7	NIMA (never in mitosis gene a)-related expressed kinase 7
69549	turquoise	2310009B15Rik	RIKEN cDNA 2310009B15 gene
329260	brown	Dennd1b	DENN domain containing 1B
226470	turquoise	Zbtb41	zinc finger and BTB domain containing 41
12316	black	Aspm	abnormal spindle microtubule assembly
214403	turquoise	Cfhr4	complement factor H-related 4
12628	blue	Cfh	complement component factor h
214498	grey	Cdc73	cell division cycle 73, Paf1/RNA polymerase II complex component
69367	blue	Glrx2	glutaredoxin 2
20822	turquoise	Ro60	Ro60, Y RNA binding protein
56207	grey	Uchl5	ubiquitin carboxyl-terminal esterase L5
19735	blue	Rgs2	regulator of G-protein signaling 2
50778	turquoise	Rgs1	regulator of G-protein signaling 1
64214	pink	Rgs18	regulator of G-protein signaling 18
18783	brown	Pla2g4a	phospholipase A2, group IVA (cytosolic, calcium-dependent)
100043257	blue	Rbm3-ps	RNA binding motif (RNP1, RRM) protein 3
226499	turquoise	Odr4	odr4 GPCR localization factor homolog
108989	grey	Tpr	translocated promoter region, nuclear basket protein
117198	yellow	Ivns1abp	influenza virus NS1A binding protein
66875	grey	Swt1	SWT1 RNA endoribonuclease homolog (S. cerevisiae)
98685	turquoise	Trmt1l	tRNA methyltransferase 1 like
19821	turquoise	Rnf2	ring finger protein 2
63913	green	Niban1	niban apoptosis regulator 1
66967	turquoise	Edem3	ER degradation enhancer, mannosidase alpha-like 3
69399	blue	1700025G04Rik	RIKEN cDNA 1700025G04 gene
66637	grey	Tsen15	tRNA splicing endonuclease subunit 15
19731	blue	Rgl1	ral guanine nucleotide dissociation stimulator,-like 1
67771	blue	Arpc5	actin related protein 2/3 complex, subunit 5
17970	turquoise	Ncf2	neutrophil cytosolic factor 2
226517	grey	Smg7	SMG7 nonsense mediated mRNA decay factor
226519	blue	Lamc1	laminin, gamma 1
626058	turquoise	E330020D12Rik	Riken cDNA E330020D12 gene
13211	purple	Dhx9	DExH-box helicase 9
74091	blue	Npl	N-acetylneuraminate pyruvate lyase
24014	blue	Rnasel	ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)
14645	blue	Glul	glutamate-ammonia ligase
15939	blue	Ier5	immediate early response 5
15064	yellow	Mr1	major histocompatibility complex, class I-related
58244	yellow	Stx6	syntaxin 6
19775	blue	Xpr1	xenotropic and polytropic retrovirus receptor 1
72482	turquoise	Acbd6	acyl-Coenzyme A binding domain containing 6
104009	grey	Qsox1	quiescin Q6 sulfhydryl oxidase 1
74081	red	Cep350	centrosomal protein 350
208263	tan	Tor1aip1	torsin A interacting protein 1
240832	turquoise	Tor1aip2	torsin A interacting protein 2
100038991	turquoise	Rpl35rt	ribosomal protein L35, retrotransposed
20652	blue	Soat1	sterol O-acyltransferase 1
11352	blue	Abl2	ABL proto-oncogene 2, non-receptor tyrosine kinase
30935	green	Tor3a	torsin family 3, member A
215015	brown	Fam20b	FAM20B, glycosaminoglycan xylosylkinase
78255	blue	Ralgps2	Ral GEF with PH domain and SH3 binding motif 2
226525	blue	Rasal2	RAS protein activator like 2
69953	blue	2810025M15Rik	RIKEN cDNA 2810025M15 gene
226527	brown	Cryzl2	crystallin zeta like 2
89867	blue	Sec16b	SEC16 homolog B, endoplasmic reticulum export factor
26374	magenta	Cop1	COP1, E3 ubiquitin ligase
67647	turquoise	4930523C07Rik	RIKEN cDNA 4930523C07 gene
64659	blue	Mrps14	mitochondrial ribosomal protein S14
12301	yellow	Cacybp	calcyclin binding protein
29809	greenyellow	Rabgap1l	RAB GTPase activating protein 1-like
381305	red	Rc3h1	RING CCCH (C3H) domains 1
240869	grey	Zbtb37	zinc finger and BTB domain containing 37
