Node	ModuleColor	GeneSymbol	GeneName
19076	turquoise	Prim2	DNA primase, p58 subunit
19335	turquoise	Rab23	RAB23, member RAS oncogene family
213539	turquoise	Bag2	BCL2-associated athanogene 2
98403	grey	Zfp451	zinc finger protein 451
13518	blue	Dst	dystonin
69668	turquoise	Ccdc115	coiled-coil domain containing 115
27993	yellow	Imp4	IMP4, U3 small nucleolar ribonucleoprotein
52318	brown	D1Ertd448e	DNA segment, Chr 1, ERATO Doi 448, expressed
19253	blue	Ptpn18	protein tyrosine phosphatase, non-receptor type 18
214469	blue	Fam168b	family with sequence similarity 168, member B
226971	green	Plekhb2	pleckstrin homology domain containing, family B (evectins) member 2
50785	brown	Hs6st1	heparan sulfate 6-O-sulfotransferase 1
320011	turquoise	Uggt1	UDP-glucose glycoprotein glucosyltransferase 1
214854	blue	Neurl3	neuralized E3 ubiquitin protein ligase 3
214855	blue	Arid5a	AT-rich interaction domain 5A
226976	brown	Kansl3	KAT8 regulatory NSL complex subunit 3
214895	turquoise	Lman2l	lectin, mannose-binding 2-like
94220	turquoise	Cnnm4	cyclin M4
94218	turquoise	Cnnm3	cyclin M3
78321	red	Ankrd23	ankyrin repeat domain 23
109346	yellow	Ankrd39	ankyrin repeat domain 39
20353	blue	Sema4c	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C
12859	blue	Cox5b	cytochrome c oxidase subunit 5B
226977	turquoise	Actr1b	ARP1 actin-related protein 1B, centractin beta
22637	pink	Zap70	zeta-chain (TCR) associated protein kinase
56030	blue	Tmem131	transmembrane protein 131
269180	turquoise	Inpp4a	inositol polyphosphate-4-phosphatase, type I
76178	red	Coa5	cytochrome C oxidase assembly factor 5
67387	blue	Unc50	unc-50 homolog
269181	blue	Mgat4a	mannoside acetylglucosaminyltransferase 4, isoenzyme A
211484	pink	Tsga10	testis specific 10
623661	brown	Lipt1	lipoyltransferase 1
69028	blue	Mitd1	MIT, microtubule interacting and transport, domain containing 1
107734	brown	Mrpl30	mitochondrial ribosomal protein L30
98258	blue	Txndc9	thioredoxin domain containing 9
226982	yellow	Eif5b	eukaryotic translation initiation factor 5B
56210	turquoise	Rev1	REV1, DNA directed polymerase
16764	blue	Aff3	AF4/FMR2 family, member 3
68833	grey	Pdcl3	phosducin-like 3
114641	turquoise	Rpl31	ribosomal protein L31
54610	grey	Tbc1d8	TBC1 domain family, member 8
52846	grey	Cnot11	CCR4-NOT transcription complex, subunit 11
67702	blue	Rnf149	ring finger protein 149
26921	blue	Map4k4	mitogen-activated protein kinase kinase kinase kinase 4
16177	turquoise	Il1r1	interleukin 1 receptor, type I
16182	blue	Il18r1	interleukin 18 receptor 1
211798	blue	Mfsd9	major facilitator superfamily domain containing 9
69527	brown	Mrps9	mitochondrial ribosomal protein S9
73122	brown	Tgfbrap1	transforming growth factor, beta receptor associated protein 1
98404	turquoise	AI597479	expressed sequence AI597479
666642	turquoise	Gm8210	60S ribosomal protein L29
17974	turquoise	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2
67883	yellow	Uxs1	UDP-glucuronate decarboxylase 1
22019	turquoise	Tpp2	tripeptidyl peptidase II
75623	turquoise	Tex30	testis expressed 30
72050	brown	Poglut2	protein O-glucosyltransferase 2
246229	turquoise	Bivm	basic, immunoglobulin-like variable motif containing
22592	turquoise	Ercc5	excision repair cross-complementing rodent repair deficiency, complementation group 5
12825	turquoise	Col3a1	collagen, type III, alpha 1
12832	green	Col5a2	collagen, type V, alpha 2
73674	turquoise	Wdr75	WD repeat domain 75
53945	green	Slc40a1	solute carrier family 40 (iron-regulated transporter), member 1
227059	turquoise	Slc39a10	solute carrier family 39 (zinc transporter), member 10
20324	yellow	Cavin2	caveolae associated 2
109019	green	Nabp1	nucleic acid binding protein 1
17912	turquoise	Myo1b	myosin IB
20849	blue	Stat4	signal transducer and activator of transcription 4
20846	green	Stat1	signal transducer and activator of transcription 1
14660	blue	Gls	glutaminase
17936	blue	Nab1	Ngfi-A binding protein 1
227094	turquoise	Nemp2	nuclear envelope integral membrane protein 2
98682	turquoise	Mfsd6	major facilitator superfamily domain containing 6
16329	turquoise	Inpp1	inositol polyphosphate-1-phosphatase
227095	brown	Hibch	3-hydroxyisobutyryl-Coenzyme A hydrolase
227099	brown	Pms1	PMS1 homolog 1, mismatch repair system component
227102	turquoise	Ormdl1	ORM1-like 1 (S. cerevisiae)
72085	turquoise	Osgepl1	O-sialoglycoprotein endopeptidase-like 1
70396	blue	Asnsd1	asparagine synthetase domain containing 1
98267	blue	Stk17b	serine/threonine kinase 17b (apoptosis-inducing)
329152	brown	Hecw2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2
98488	yellow	Gtf3c3	general transcription factor IIIC, polypeptide 3
241062	blue	Pgap1	post-GPI attachment to proteins 1
329154	blue	Ankrd44	ankyrin repeat domain 44
81898	blue	Sf3b1	splicing factor 3b, subunit 1
67876	brown	Coq10b	coenzyme Q10B
15510	blue	Hspd1	heat shock protein 1 (chaperonin)
15528	blue	Hspe1	heat shock protein 1 (chaperonin 10)
19070	turquoise	Mob4	MOB family member 4, phocein
74013	blue	Rftn2	raftlin family member 2
212679	turquoise	Mars2	methionine-tRNA synthetase 2 (mitochondrial)
227120	blue	Plcl1	phospholipase C-like 1
73467	blue	1700066M21Rik	RIKEN cDNA 1700066M21 gene
68736	brown	Tyw5	tRNA-yW synthesizing protein 5
68115	brown	Maip1	matrix AAA peptidase interacting protein 1
67198	blue	Spats2l	spermatogenesis associated, serine-rich 2-like
51960	brown	Kctd18	potassium channel tetramerisation domain containing 18
11761	blue	Aox1	aldehyde oxidase 1
66882	turquoise	Bzw1	basic leucine zipper and W2 domains 1
12747	red	Clk1	CDC-like kinase 1
70225	yellow	Ppil3	peptidylprolyl isomerase (cyclophilin)-like 3
65102	brown	Nif3l1	Ngg1 interacting factor 3-like 1 (S. pombe)
18393	turquoise	Orc2	origin recognition complex, subunit 2
213056	turquoise	Hycc2	hyccin PI4KA lipid kinase complex subunit 2
66495	blue	Ndufb3	NADH:ubiquinone oxidoreductase subunit B3
100504501	blue	Gm20257	caspase 8 pseudogene
12633	turquoise	Cflar	CASP8 and FADD-like apoptosis regulator
12370	blue	Casp8	caspase 8
70827	turquoise	Trak2	trafficking protein, kinesin binding 2
227154	black	Stradb	STE20-related kinase adaptor beta
381259	brown	Tmem237	transmembrane protein 237
74018	blue	Als2	alsin Rho guanine nucleotide exchange factor
14369	brown	Fzd7	frizzled class receptor 7
22218	blue	Sumo1	small ubiquitin-like modifier 1
55989	turquoise	Nop58	NOP58 ribonucleoprotein
12168	brown	Bmpr2	bone morphogenetic protein receptor type 2
72750	blue	Fam117b	family with sequence similarity 117, member B
57750	turquoise	Wdr12	WD repeat domain 12
241066	brown	Carf	calcium response factor
269198	turquoise	Nbeal1	neurobeachin like 1
77951	brown	Cyp20a1	cytochrome P450, family 20, subfamily a, polypeptide 1
329165	brown	Abi2	abl interactor 2
77300	turquoise	Raph1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
12487	blue	Cd28	CD28 antigen
54167	blue	Icos	inducible T cell co-stimulator
72823	yellow	Pard3b	par-3 family cell polarity regulator beta
18187	green	Nrp2	neuropilin 2
227195	blue	Ino80d	INO80 complex subunit D
227197	blue	Ndufs1	NADH:ubiquinone oxidoreductase core subunit S1
55949	turquoise	Eef1b2	eukaryotic translation elongation factor 1 beta 2
23792	red	Adam23	a disintegrin and metallopeptidase domain 23
75619	turquoise	Fastkd2	FAST kinase domains 2
93691	brown	Klf7	Kruppel-like transcription factor 7 (ubiquitous)
12912	blue	Creb1	cAMP responsive element binding protein 1
67099	yellow	Mettl21a	methyltransferase 21A, HSPA lysine
69941	yellow	2810408I11Rik	RIKEN cDNA 2810408I11 gene
227210	yellow	Ccnyl1	cyclin Y-like 1
14367	yellow	Fzd5	frizzled class receptor 5
241075	blue	Plekhm3	pleckstrin homology domain containing, family M, member 3
15926	turquoise	Idh1	isocitrate dehydrogenase 1 (NADP+), soluble
18711	blue	Pikfyve	phosphoinositide kinase, FYVE type zinc finger containing
17756	brown	Map2	microtubule-associated protein 2
66646	brown	Rpe	ribulose-5-phosphate-3-epimerase
68691	blue	Kansl1l	KAT8 regulatory NSL complex subunit 1-like
11363	brown	Acadl	acyl-Coenzyme A dehydrogenase, long-chain
14768	brown	Lancl1	LanC (bacterial lantibiotic synthetase component C)-like 1
227231	turquoise	Cps1	carbamoyl-phosphate synthetase 1
108147	turquoise	Atic	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
14268	turquoise	Fn1	fibronectin 1
381269	blue	Mreg	melanoregulin
111175	turquoise	Pecr	peroxisomal trans-2-enoyl-CoA reductase
22596	turquoise	Xrcc5	X-ray repair complementing defective repair in Chinese hamster cells 5
54380	black	Smarcal1	SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1
19981	turquoise	Rpl37a	ribosomal protein L37a
16008	turquoise	Igfbp2	insulin-like growth factor binding protein 2
16011	red	Igfbp5	insulin-like growth factor binding protein 5
21961	turquoise	Tns1	tensin 1
76709	blue	Arpc2	actin related protein 2/3 complex, subunit 2
227290	brown	Aamp	angio-associated migratory protein
56695	blue	Pnkd	paroxysmal nonkinesiogenic dyskinesia
69660	blue	Tmbim1	transmembrane BAX inhibitor motif containing 1
18173	green	Slc11a1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1
227292	blue	Ctdsp1	CTD small phosphatase 1
319651	turquoise	Usp37	ubiquitin specific peptidase 37
58184	turquoise	Cnot9	CCR4-NOT transcription complex, subunit 9
77264	turquoise	Zfp142	zinc finger protein 142
66821	brown	Bcs1l	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone
57751	yellow	Rnf25	ring finger protein 25
67534	pink	Ttll4	tubulin tyrosine ligase-like family, member 4
104086	turquoise	Cyp27a1	cytochrome P450, family 27, subfamily a, polypeptide 1
75570	brown	Nhej1	non-homologous end joining factor 1
69171	brown	Cnppd1	cyclin Pas1/PHO80 domain containing 1
227298	blue	Retreg2	reticulophagy regulator family member 2
68818	blue	Zfand2b	zinc finger, AN1 type domain 2B
74104	brown	Abcb6	ATP-binding cassette, sub-family B member 6
245860	brown	Atg9a	autophagy related 9A
52231	turquoise	Ankzf1	ankyrin repeat and zinc finger domain containing 1
74577	blue	Glb1l	galactosidase, beta 1-like
20872	blue	Stk16	serine/threonine kinase 16
22145	green	Tuba4a	tubulin, alpha 4A
56812	black	Dnajb2	DnaJ heat shock protein family (Hsp40) member B2
13437	blue	Dnpep	aspartyl aminopeptidase
13346	blue	Des	desmin
11790	blue	Speg	SPEG complex locus
69080	turquoise	Gmppa	GDP-mannose pyrophosphorylase A
74241	turquoise	Chpf	chondroitin polymerizing factor
98733	pink	Obsl1	obscurin-like 1
71728	turquoise	Stk11ip	serine/threonine kinase 11 interacting protein
20536	yellow	Slc4a3	solute carrier family 4 (anion exchanger), member 3
23874	grey	Farsb	phenylalanyl-tRNA synthetase, beta subunit
74205	turquoise	Acsl3	acyl-CoA synthetase long-chain family member 3
195434	brown	Utp14b	UTP14B small subunit processome component
252903	blue	Ap1s3	adaptor-related protein complex AP-1, sigma 3
69368	blue	Wdfy1	WD repeat and FYVE domain containing 1
69163	brown	Mrpl44	mitochondrial ribosomal protein L44
26554	yellow	Cul3	cullin 3
210293	blue	Dock10	dedicator of cytokinesis 10
16367	turquoise	Irs1	insulin receptor substrate 1
76867	turquoise	Rhbdd1	rhomboid domain containing 1
75734	turquoise	Mff	mitochondrial fission factor
15463	blue	Agfg1	ArfGAP with FG repeats 1
98496	turquoise	Pid1	phosphotyrosine interaction domain containing 1
14897	grey	Trip12	thyroid hormone receptor interactor 12
66153	brown	Fbxo36	F-box protein 36
621875	blue	A530040E14Rik	RIKEN cDNA A530040E14 gene
665378	green	Gm7609	predicted pseudogene 7609
100039794	brown	Gm2427	predicted gene 2427
109032	blue	Sp110	Sp110 nuclear body protein
434484	green	Sp140	Sp140 nuclear body protein
20684	blue	Sp100	nuclear antigen Sp100
319997	blue	A630001G21Rik	RIKEN cDNA A630001G21 gene
12283	blue	Cab39	calcium binding protein 39
64294	yellow	Itm2c	integral membrane protein 2C
70247	blue	Psmd1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1
78795	blue	Armc9	armadillo repeat containing 9
17975	turquoise	Ncl	nucleolin
19231	turquoise	Ptma	prothymosin alpha
18582	blue	Pde6d	phosphodiesterase 6D, cGMP-specific, rod, delta
26895	yellow	Cops7b	COP9 signalosome subunit 7B
208718	turquoise	Dis3l2	DIS3 like 3'-5' exoribonuclease 2
26987	blue	Eif4e2	eukaryotic translation initiation factor 4E member 2
227331	turquoise	Gigyf2	GRB10 interacting GYF protein 2
16331	blue	Inpp5d	inositol polyphosphate-5-phosphatase D
77040	turquoise	Atg16l1	autophagy related 16 like 1
227333	blue	Dgkd	diacylglycerol kinase, delta
227334	turquoise	Usp40	ubiquitin specific peptidase 40
381280	brown	Hjurp	Holliday junction recognition protein
320982	blue	Arl4c	ADP-ribosylation factor-like 4C
98402	yellow	Sh3bp4	SH3-domain binding protein 4
347722	blue	Agap1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1
12778	blue	Ackr3	atypical chemokine receptor 3
108679	brown	Cops8	COP9 signalosome subunit 8
12835	blue	Col6a3	collagen, type VI, alpha 3
16978	blue	Lrrfip1	leucine rich repeat (in FLII) interacting protein 1
51801	blue	Ramp1	receptor (calcitonin) activity modifying protein 1
67921	yellow	Ube2f	ubiquitin-conjugating enzyme E2F (putative)
50880	blue	Scly	selenocysteine lyase
67444	yellow	Ilkap	integrin-linked kinase-associated serine/threonine phosphatase 2C
55927	turquoise	Hes6	hairy and enhancer of split 6
18627	blue	Per2	period circadian clock 2
74019	turquoise	Traf3ip1	TRAF3 interacting protein 1
65247	turquoise	Asb1	ankyrin repeat and SOCS box-containing 1
208727	yellow	Hdac4	histone deacetylase 4
67273	turquoise	Ndufa10	NADH:ubiquinone oxidoreductase subunit A10
66915	blue	Cops9	COP9 signalosome subunit 9
14733	brown	Gpc1	glypican 1
67446	turquoise	Dusp28	dual specificity phosphatase 28
108657	turquoise	Rnpepl1	arginyl aminopeptidase (aminopeptidase B)-like 1
23830	brown	Capn10	calpain 10
64095	yellow	Gpr35	G protein-coupled receptor 35
208777	brown	Sned1	sushi, nidogen and EGF-like domains 1
69821	turquoise	Mterf4	mitochondrial transcription termination factor 4
269224	turquoise	Pask	PAS domain containing serine/threonine kinase
66385	red	Ppp1r7	protein phosphatase 1, regulatory subunit 7
110611	turquoise	Hdlbp	high density lipoprotein (HDL) binding protein
18000	blue	Septin2	septin 2
227377	brown	Farp2	FERM, RhoGEF and pleckstrin domain protein 2
59041	yellow	Stk25	serine/threonine kinase 25 (yeast)
51800	turquoise	Bok	BCL2-related ovarian killer
67026	brown	Thap4	THAP domain containing 4
66615	yellow	Atg4b	autophagy related 4B, cysteine peptidase
21915	turquoise	Dtymk	deoxythymidylate kinase
66262	blue	Ing5	inhibitor of growth family, member 5
98314	turquoise	D2hgdh	D-2-hydroxyglutarate dehydrogenase
666009	black	Gm7889	D-2-hydroxyglutarate dehydrogenase pseudogene
67698	green	Fam174a	family with sequence similarity 174, member A
20452	blue	St8sia4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
52392	turquoise	Macir	macrophage immunometabolism regulator
227399	turquoise	Ppip5k2	diphosphoinositol pentakisphosphate kinase 2
252876	yellow	Gin1	gypsy retrotransposon integrase 1
18484	turquoise	Pam	peptidylglycine alpha-amidating monooxygenase
320311	blue	Rnf152	ring finger protein 152
27392	turquoise	Pign	phosphatidylinositol glycan anchor biosynthesis, class N
227446	green	Relch	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing
21934	green	Tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a, NFKB activator
227449	turquoise	Zcchc2	zinc finger, CCHC domain containing 2
98432	turquoise	Phlpp1	PH domain and leucine rich repeat protein phosphatase 1
12043	blue	Bcl2	B cell leukemia/lymphoma 2
70750	turquoise	Kdsr	3-ketodihydrosphingosine reductase
20479	blue	Vps4b	vacuolar protein sorting 4B
20725	turquoise	Serpinb8	serine (or cysteine) peptidase inhibitor, clade B, member 8
319901	yellow	Dsel	dermatan sulfate epimerase-like
22099	turquoise	Tsn	translin
67949	yellow	Nifk	nucleolar protein interacting with the FHA domain of MKI67
76707	turquoise	Clasp1	CLIP associating protein 1
16324	yellow	Inhbb	inhibin beta-B
64143	green	Ralb	v-ral simian leukemia viral oncogene B
226351	black	Tmem185b	transmembrane protein 185B
226352	blue	Epb41l5	erythrocyte membrane protein band 4.1 like 5
19258	yellow	Ptpn4	protein tyrosine phosphatase, non-receptor type 4
66343	turquoise	Tmem177	transmembrane protein 177
170706	turquoise	Tmem37	transmembrane protein 37
13167	turquoise	Dbi	diazepam binding inhibitor
68428	yellow	Steap3	STEAP family member 3
17167	green	Marco	macrophage receptor with collagenous structure
72999	turquoise	Insig2	insulin induced gene 2
70829	black	Ccdc93	coiled-coil domain containing 93
66942	yellow	Ddx18	DEAD box helicase 18
74117	blue	Actr3	ARP3 actin-related protein 3
74150	turquoise	Slc35f5	solute carrier family 35, member F5
107895	green	Mgat5	mannoside acetylglucosaminyltransferase 5
667090	turquoise	Gm8451	predicted gene 8451
266645	blue	Acmsd	amino carboxymuconate semialdehyde decarboxylase
72949	blue	Ccnt2	cyclin T2
226407	turquoise	Rab3gap1	RAB3 GTPase activating protein subunit 1
226409	yellow	Zranb3	zinc finger, RAN-binding domain containing 3
226412	brown	R3hdm1	R3H domain containing 1
67812	turquoise	Ubxn4	UBX domain protein 4
17219	turquoise	Mcm6	minichromosome maintenance complex component 6
226414	brown	Dars1	aspartyl-tRNA synthetase 1
12767	blue	Cxcr4	C-X-C motif chemokine receptor 4
13136	red	Cd55	CD55 molecule, decay accelerating factor for complement
12269	turquoise	C4bp	complement component 4 binding protein
18640	turquoise	Pfkfb2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2
226418	grey	Yod1	YOD1 deubiquitinase
212439	yellow	AA986860	expressed sequence AA986860
18703	turquoise	Pigr	polymeric immunoglobulin receptor
69169	blue	Fcmr	Fc fragment of IgM receptor
17164	green	Mapkapk2	MAP kinase-activated protein kinase 2
226419	turquoise	Dyrk3	dual-specificity tyrosine phosphorylation regulated kinase 3
16865	brown	Eif2d	eukaryotic translation initiation factor 2D
54354	blue	Rassf5	Ras association (RalGDS/AF-6) domain family member 5
56489	green	Ikbke	inhibitor of kappaB kinase epsilon
14270	red	Srgap2	SLIT-ROBO Rho GTPase activating protein 2
108900	yellow	Fam72a	family with sequence similarity 72, member A
13034	turquoise	Ctse	cathepsin E
226421	yellow	Rab7b	RAB7B, member RAS oncogene family
212933	turquoise	Pm20d1	peptidase M20 domain containing 1
98396	blue	Slc41a1	solute carrier family 41, member 1
226422	brown	Rab29	RAB29, member RAS oncogene family
98415	blue	Nucks1	nuclear casein kinase and cyclin-dependent kinase substrate 1
212980	green	Slc45a3	solute carrier family 45, member 3
13714	blue	Elk4	ELK4, member of ETS oncogene family
213006	red	Mfsd4a	major facilitator superfamily domain containing 4A
18557	turquoise	Cdk18	cyclin dependent kinase 18
213417	brown	Klhdc8a	kelch domain containing 8A
74137	blue	Nuak2	NUAK family, SNF1-like kinase, 2
68875	turquoise	Tmcc2	transmembrane and coiled-coil domains 2
213452	turquoise	Dstyk	dual serine/threonine and tyrosine protein kinase
213464	brown	Rbbp5	retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit
74626	yellow	Tmem81	transmembrane protein 81
269116	turquoise	Nfasc	neurofascin
17248	blue	Mdm4	transformed mouse 3T3 cell double minute 4
240752	blue	Pik3c2b	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
108954	pink	Ppp1r15b	protein phosphatase 1, regulatory subunit 15B
240753	turquoise	Plekha6	pleckstrin homology domain containing, family A member 6
20668	brown	Sox13	SRY (sex determining region Y)-box 13
20643	turquoise	Snrpe	small nuclear ribonucleoprotein E
70579	green	Zc3h11a	zinc finger CCCH type containing 11A
667118	turquoise	Zbed6	zinc finger, BED type containing 6
240754	blue	Lax1	lymphocyte transmembrane adaptor 1
381290	turquoise	Atp2b4	ATPase, Ca++ transporting, plasma membrane 4
116847	turquoise	Prelp	proline arginine-rich end leucine-rich repeat
14264	blue	Fmod	fibromodulin
12227	blue	Btg2	BTG anti-proliferation factor 2
68507	blue	Ppfia4	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4
57439	brown	Tmem183a	transmembrane protein 183A
72017	yellow	Cyb5r1	cytochrome b5 reductase 1
72674	turquoise	Adipor1	adiponectin receptor 1
240756	turquoise	Klhl12	kelch-like 12
98710	yellow	Rabif	RAB interacting factor
75605	turquoise	Kdm5b	lysine demethylase 5B
329251	yellow	Ppp1r12b	protein phosphatase 1, regulatory subunit 12B
320139	blue	Ptpn7	protein tyrosine phosphatase, non-receptor type 7
68724	green	Arl8a	ADP-ribosylation factor-like 8A
215615	red	Rnpep	arginyl aminopeptidase (aminopeptidase B)
21854	blue	Timm17a	translocase of inner mitochondrial membrane 17a
226432	blue	Ipo9	importin 9
215690	blue	Nav1	neuron navigator 1
13007	blue	Csrp1	cysteine and glycine-rich protein 1
27280	green	Phlda3	pleckstrin homology like domain, family A, member 3
66241	grey	Tmem9	transmembrane protein 9
16565	blue	Kif21b	kinesin family member 21B
67886	turquoise	Camsap2	calmodulin regulated spectrin-associated protein family, member 2
67997	blue	Ddx59	DEAD box helicase 59
226442	yellow	Zfp281	zinc finger protein 281
19264	blue	Ptprc	protein tyrosine phosphatase receptor type C
59125	grey	Nek7	NIMA (never in mitosis gene a)-related expressed kinase 7
69549	turquoise	2310009B15Rik	RIKEN cDNA 2310009B15 gene
329260	green	Dennd1b	DENN domain containing 1B
226470	brown	Zbtb41	zinc finger and BTB domain containing 41
12316	turquoise	Aspm	abnormal spindle microtubule assembly
12628	turquoise	Cfh	complement component factor h
214498	yellow	Cdc73	cell division cycle 73, Paf1/RNA polymerase II complex component
69367	turquoise	Glrx2	glutaredoxin 2
20822	grey	Ro60	Ro60, Y RNA binding protein
56207	turquoise	Uchl5	ubiquitin carboxyl-terminal esterase L5
19735	blue	Rgs2	regulator of G-protein signaling 2
50778	green	Rgs1	regulator of G-protein signaling 1
18783	green	Pla2g4a	phospholipase A2, group IVA (cytosolic, calcium-dependent)
226499	brown	Odr4	odr4 GPCR localization factor homolog
108989	blue	Tpr	translocated promoter region, nuclear basket protein
96875	blue	Prg4	proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)
545370	blue	Hmcn1	hemicentin 1
402734	blue	C730036E19Rik	RIKEN cDNA C730036E19 gene
117198	blue	Ivns1abp	influenza virus NS1A binding protein
66875	red	Swt1	SWT1 RNA endoribonuclease homolog (S. cerevisiae)
98685	blue	Trmt1l	tRNA methyltransferase 1 like
19821	blue	Rnf2	ring finger protein 2
63913	blue	Niban1	niban apoptosis regulator 1
66967	brown	Edem3	ER degradation enhancer, mannosidase alpha-like 3
69399	blue	1700025G04Rik	RIKEN cDNA 1700025G04 gene
66637	yellow	Tsen15	tRNA splicing endonuclease subunit 15
19731	green	Rgl1	ral guanine nucleotide dissociation stimulator,-like 1
67771	blue	Arpc5	actin related protein 2/3 complex, subunit 5
17970	green	Ncf2	neutrophil cytosolic factor 2
226517	blue	Smg7	SMG7 nonsense mediated mRNA decay factor
226519	turquoise	Lamc1	laminin, gamma 1
13211	blue	Dhx9	DExH-box helicase 9
74091	brown	Npl	N-acetylneuraminate pyruvate lyase
19734	turquoise	Rgs16	regulator of G-protein signaling 16
24014	blue	Rnasel	ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)
14645	turquoise	Glul	glutamate-ammonia ligase
15939	blue	Ier5	immediate early response 5
15064	turquoise	Mr1	major histocompatibility complex, class I-related
58244	blue	Stx6	syntaxin 6
19775	brown	Xpr1	xenotropic and polytropic retrovirus receptor 1
72482	blue	Acbd6	acyl-Coenzyme A binding domain containing 6
104009	turquoise	Qsox1	quiescin Q6 sulfhydryl oxidase 1
74081	yellow	Cep350	centrosomal protein 350
208263	red	Tor1aip1	torsin A interacting protein 1
240832	turquoise	Tor1aip2	torsin A interacting protein 2
20652	green	Soat1	sterol O-acyltransferase 1
11352	turquoise	Abl2	ABL proto-oncogene 2, non-receptor tyrosine kinase
30935	green	Tor3a	torsin family 3, member A
215015	green	Fam20b	FAM20B, glycosaminoglycan xylosylkinase
78255	red	Ralgps2	Ral GEF with PH domain and SH3 binding motif 2
226525	turquoise	Rasal2	RAS protein activator like 2
69953	brown	2810025M15Rik	RIKEN cDNA 2810025M15 gene
226527	brown	Cryzl2	crystallin zeta like 2
89867	turquoise	Sec16b	SEC16 homolog B, endoplasmic reticulum export factor
26374	blue	Cop1	COP1, E3 ubiquitin ligase
67647	blue	4930523C07Rik	RIKEN cDNA 4930523C07 gene
64659	brown	Mrps14	mitochondrial ribosomal protein S14
12301	blue	Cacybp	calcyclin binding protein
29809	blue	Rabgap1l	RAB GTPase activating protein 1-like
381305	blue	Rc3h1	RING CCCH (C3H) domains 1
